kreiskey1888,county,rb,edu1886_loc_pri,edu1886_loc_max,edu1886_loc_rea,edu1886_loc_dis,edu1886_loc_nvr,edu1886_loc_tot,edu1886_loc_awa,edu1886_dif_pri,edu1886_dif_max,edu1886_dif_rea,edu1886_dif_dis,edu1886_dif_nvr,edu1886_dif_tot,edu1886_dif_awa,edu1886_tot_you,edu1886_tot_old,edu1886_tot_pri,edu1886_tot_max,edu1886_tot_rea,edu1886_tot_dis,edu1886_tot_nvr,edu1886_tot_tot,edu1886_tot_awa,edu1886_stud_tot,edu1886_stud_m,edu1886_stud_f,edu1886_stud_mix_m,edu1886_stud_mix_f,edu1886_stud_mix_tot,edu1886_stud_pro,edu1886_stud_cat,edu1886_stud_ocr,edu1886_stud_jew,edu1886_stud_ger,edu1886_stud_pol,edu1886_stud_pag,edu1886_stud_lit,edu1886_stud_lag,edu1886_stud_wen,edu1886_stud_wag,edu1886_stud_sla,edu1886_stud_sag,edu1886_stud_dan,edu1886_stud_dag,edu1886_stud_oth,edu1886_stud_oag,edu1886_pro_stud_tot,edu1886_pro_stud_pro,edu1886_pro_stud_cat,edu1886_pro_stud_ocr,edu1886_pro_stud_jew,edu1886_cat_stud_tot,edu1886_cat_stud_pro,edu1886_cat_stud_cat,edu1886_cat_stud_ocr,edu1886_cat_stud_jew,edu1886_ocr_stud_tot,edu1886_ocr_stud_pro,edu1886_ocr_stud_cat,edu1886_ocr_stud_ocr,edu1886_ocr_stud_jew,edu1886_jew_stud_tot,edu1886_jew_stud_pro,edu1886_jew_stud_cat,edu1886_jew_stud_ocr,edu1886_jew_stud_jew,edu1886_mix_stud_tot,edu1886_mix_stud_pro,edu1886_mix_stud_cat,edu1886_mix_stud_ocr,edu1886_mix_stud_jew
227,"BEUTHEN","OPP",766,0,614,62,91,21240,30,57,0,26,8,2,2113,0,3221,24434,823,0,640,70,93,23353,30,23353,11611,11742,6320,6537,12857,1676,21143,0,534,4968,13910,4475,0,0,0,0,0,0,0,0,0,0,1369,1369,0,0,0,19858,219,19578,0,61,0,0,0,0,0,465,0,0,0,465,1661,88,1565,0,8
228,"ZABRZE","OPP",391,0,246,17,16,6677,62,83,0,155,22,0,4982,5,1547,11936,474,0,401,39,16,11659,67,11659,5869,5790,2573,2415,4988,576,10942,0,141,1842,7297,2520,0,0,0,0,0,0,0,0,0,0,549,438,110,0,1,9166,35,9116,0,15,0,0,0,0,0,118,0,0,0,118,1826,103,1716,0,7
229,"KATTOWITZ","OPP",526,281,457,90,43,13443,140,825,0,87,8,0,5757,29,2562,20626,1351,281,544,98,43,19200,169,19200,9582,9618,5481,5368,10849,1064,17564,0,572,4244,12292,2664,0,0,0,0,0,0,0,0,0,0,435,410,25,0,0,13796,64,13616,0,116,0,0,0,0,0,202,0,0,0,202,4767,590,3923,0,254
230,"PLESS","OPP",237,17,729,48,10,12183,682,145,15,163,45,4,5995,824,2369,19470,382,32,892,93,14,18178,1506,18178,9095,9083,8464,8463,16927,1321,16620,2,235,1128,16232,818,0,0,0,0,0,0,0,0,0,0,1038,952,33,0,53,16902,338,16427,2,135,0,0,0,0,0,47,0,0,0,47,191,31,160,0,0
231,"RYBNIK","OPP",140,31,524,19,3,7223,165,248,6,572,54,24,8661,942,1950,16328,388,37,1096,73,27,15884,1107,15884,8087,7797,7521,7244,14765,470,15225,0,189,921,14093,870,0,0,0,0,0,0,0,0,0,0,327,316,0,0,11,14982,130,14787,0,65,0,0,0,0,0,55,0,0,0,55,520,24,438,0,58
232,"RATIBOR","OPP",359,31,204,73,26,19101,84,40,0,34,13,1,5031,299,2975,25336,399,31,238,86,27,24132,383,24132,11894,12238,10296,10516,20812,541,23414,0,177,3724,10870,1670,0,0,0,0,6828,1040,0,0,0,0,39,28,0,0,11,21526,115,21349,0,62,0,0,0,0,0,0,0,0,0,0,2567,398,2065,0,104
233,"KOSEL","OPP",62,0,165,14,3,5305,11,230,0,213,14,6,7572,178,1517,13225,292,0,378,28,9,12877,189,12877,6457,6420,6104,6093,12197,386,12447,15,29,1567,10372,938,0,0,0,0,0,0,0,0,0,0,145,134,11,0,0,12052,135,11916,0,1,18,2,1,15,0,0,0,0,0,0,662,115,519,0,28
234,"LEOBSCHUTZ","OPP",122,0,211,19,8,10005,16,97,0,97,6,3,6419,59,2007,16662,219,0,308,25,11,16424,75,16424,8145,8279,6220,6336,12556,1410,14937,0,77,13414,564,243,0,0,0,0,809,1394,0,0,0,0,1318,1282,9,0,27,15093,128,14928,0,37,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0
235,"NEUSTADT","OPP",481,109,391,18,1,10594,79,33,28,436,37,1,7516,444,2246,18612,514,137,827,55,2,18110,523,18110,9100,9010,7465,7357,14822,1399,16672,5,34,8933,8480,697,0,0,0,0,0,0,0,0,0,0,1295,1285,3,5,2,15927,74,15842,0,11,0,0,0,0,0,0,0,0,0,0,888,40,827,0,21
236,"FALKENBERG","OPP",16,0,128,2,7,3633,20,78,0,156,10,0,4369,127,991,8057,94,0,284,12,7,8002,147,8002,3986,4016,3986,4016,8002,2275,5726,0,1,6779,804,419,0,0,0,0,0,0,0,0,0,0,2333,2062,270,0,1,5669,213,5456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,"NEISSE","OPP",396,0,399,20,0,9335,19,158,12,60,13,0,6779,157,1996,17347,554,12,459,33,0,16114,176,16114,7996,8118,6409,6322,12731,734,15329,1,50,16106,0,8,0,0,0,0,0,0,0,0,0,0,706,662,3,1,40,15408,72,15326,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,"GROTTKAU","OPP",196,0,100,11,1,4634,9,40,0,162,7,0,3990,144,1073,8487,236,0,262,18,1,8624,153,8624,4304,4320,3719,3757,7476,364,8250,0,10,8623,0,1,0,0,0,0,0,0,0,0,0,0,223,223,0,0,0,8401,141,8250,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,"OSTERBURG","MAG",581,0,117,8,0,4532,17,63,0,31,6,0,2102,82,974,7137,644,0,148,14,0,6634,99,6634,3235,3399,2963,2919,5882,6615,11,6,2,6631,0,3,0,0,0,0,0,0,0,0,0,0,6634,6615,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,"SALZWEDEL","MAG",371,0,114,8,0,5306,3,17,0,17,5,0,2687,24,994,8247,388,0,131,13,0,7993,27,7993,4054,3939,3586,3536,7122,7942,28,6,17,7993,0,0,0,0,0,0,0,0,0,0,0,0,7971,7942,6,6,17,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,"GARDELEGEN","MAG",400,0,52,17,0,7231,29,33,0,17,2,0,1330,44,1176,8808,433,0,69,19,0,8561,73,8561,4254,4307,3743,3740,7483,8527,31,1,2,8561,0,0,0,0,0,0,0,0,0,0,0,0,8538,8527,8,1,2,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"STENDAL","MAG",1296,0,37,10,0,6592,18,25,0,20,3,0,1987,22,1282,9826,1321,0,57,13,0,8579,40,8579,4227,4352,2799,2961,5760,8507,67,0,5,8576,0,3,0,0,0,0,0,0,0,0,0,0,8527,8507,15,0,5,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,"JERICHOW I","MAG",387,0,263,23,0,10397,55,39,23,59,5,1,2007,70,1798,12761,426,23,322,28,1,12404,125,12404,6226,6178,4754,4750,9504,12295,101,0,8,12404,0,0,0,0,0,0,0,0,0,0,0,0,12353,12295,50,0,8,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,"JERICHOW II","MAG",186,0,550,6,0,7945,131,559,0,137,7,0,1198,38,1264,9548,745,0,687,13,0,9143,169,9143,4595,4548,4487,4446,8933,9109,31,1,2,9136,6,0,1,0,0,0,0,0,0,0,0,0,9143,9109,31,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,"KALBE","MAG",1384,4,204,19,0,13444,39,114,0,31,3,0,3056,28,2377,17923,1498,4,235,22,0,16500,67,16500,8127,8373,4084,3878,7962,16088,387,3,22,16496,0,4,0,0,0,0,0,0,0,0,0,0,16182,16088,69,3,22,318,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,"WANZLEBEN","MAG",604,33,287,22,0,11040,43,99,0,7,1,0,2323,18,1834,13874,703,33,294,23,0,13363,61,13363,6619,6744,4991,4993,9984,11971,1372,5,15,13363,0,0,0,0,0,0,0,0,0,0,0,0,12116,11971,125,5,15,1247,0,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,"MAGDEBURG","MAG",5024,0,1,256,5,20706,3,0,0,0,0,0,0,0,3345,24648,5024,0,1,256,5,20706,3,20706,9984,10722,435,416,851,19491,933,211,71,20695,0,10,0,0,0,0,0,0,0,0,0,1,19949,19491,176,211,71,757,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,"WOLMIRSTEDT","MAG",180,0,143,12,0,7805,1,22,0,58,0,0,1478,0,1227,9287,202,0,201,12,0,9283,1,9283,4585,4698,3967,4092,8059,9147,118,13,5,9283,0,0,0,0,0,0,0,0,0,0,0,0,9192,9147,27,13,5,91,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,"NEUHALDENSLEBEN","MAG",830,0,268,13,0,7933,78,17,0,52,2,0,1650,32,1295,10292,847,0,320,15,0,9583,110,9583,4788,4795,4402,4398,8800,9135,448,0,0,9581,1,1,0,0,0,0,0,0,0,0,0,0,9237,9135,102,0,0,346,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,"OSCHERSLEBEN","MAG",552,40,271,6,0,7201,25,26,0,38,3,0,1199,45,1200,8998,578,40,309,9,0,8400,70,8400,4216,4184,2835,2784,5619,7595,803,0,2,8400,0,0,0,0,0,0,0,0,0,0,0,0,7674,7595,77,0,2,726,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"ASCHERSLEBEN","MAG",2926,33,167,23,0,10057,6,0,0,0,0,0,42,6,1815,13431,2926,33,167,23,0,10099,12,10099,4975,5124,2867,2905,5772,9840,256,0,3,10085,0,14,0,0,0,0,0,0,0,0,0,0,9907,9840,64,0,3,192,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,"HALBERSTADT","MAG",1775,0,162,10,0,9182,25,5,0,19,0,0,278,0,1522,11933,1780,0,181,10,0,9460,25,9460,4776,4684,2602,2521,5123,8870,517,0,73,9460,0,0,0,0,0,0,0,0,0,0,0,0,8917,8870,41,0,6,476,0,476,0,0,0,0,0,0,0,67,0,0,0,67,0,0,0,0,0
253,"WERNIGERODE","MAG",129,0,369,7,0,2187,2,891,0,340,5,0,1570,16,582,4679,1020,0,709,12,0,3757,18,3757,1895,1862,850,863,1713,3744,11,1,1,3757,0,0,0,0,0,0,0,0,0,0,0,0,3757,3744,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,"LIEBENWERDA","MER",50,115,144,9,0,5905,85,134,0,162,5,0,3607,19,1175,9593,184,115,306,14,0,9512,104,9512,4772,4740,4365,4347,8712,9482,28,2,0,9512,0,0,0,0,0,0,0,0,0,0,0,0,9495,9482,11,2,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,"TORGAU","MER",50,0,68,9,0,4835,40,537,0,97,6,0,4486,84,1274,10447,587,0,165,15,0,9321,124,9321,4524,4797,3792,3748,7540,9273,48,0,0,9319,0,2,0,0,0,0,0,0,0,0,0,0,9281,9273,8,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,"SCHWEINITZ","MER",16,0,97,11,0,4961,34,35,0,30,5,0,3462,90,1030,8193,51,0,127,16,0,8423,124,8423,4214,4209,3745,3740,7485,8405,18,0,0,8421,0,2,0,0,0,0,0,0,0,0,0,0,8423,8405,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,"WITTENBERG","MER",259,0,73,11,0,5246,15,63,0,90,3,0,4640,340,1194,10401,322,0,163,14,0,9886,355,9886,4958,4928,3880,3890,7770,9840,25,16,5,9886,0,0,0,0,0,0,0,0,0,0,0,0,9864,9840,3,16,5,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,"BITTERFELD","MER",769,0,253,9,0,6450,0,40,2,143,2,0,3564,24,1431,10598,809,2,396,11,0,10014,24,10014,4889,5125,4032,4054,8086,9911,103,0,0,10014,0,0,0,0,0,0,0,0,0,0,0,0,9924,9911,13,0,0,90,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,"SAALKREIS","MER",844,0,324,25,0,10658,5,103,0,112,3,0,4287,11,2097,15429,947,0,436,28,0,14945,16,14945,7389,7556,5740,5875,11615,14834,95,6,10,14942,0,3,0,0,0,0,0,0,0,0,0,0,14886,14834,36,6,10,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,"HALLE","MER",2084,0,5,5,0,10137,0,0,0,0,0,0,0,0,1748,13499,2084,0,5,5,0,10137,0,10137,5046,5091,117,86,203,9786,308,10,33,10137,0,0,0,0,0,0,0,0,0,0,0,0,9862,9786,33,10,33,275,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,"DELITZSCH","MER",1022,0,153,8,3,5777,4,60,0,31,3,0,4792,4,1491,11621,1082,0,184,11,3,10569,8,10569,5215,5354,3946,4003,7949,10497,72,0,0,10569,0,0,0,0,0,0,0,0,0,0,0,0,10502,10497,5,0,0,67,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,"MANSFELDER GEBIRGSKR","MER",59,168,122,10,1,6784,5,18,0,23,5,7,3702,32,1502,10870,77,168,145,15,8,10486,37,10486,5226,5260,4319,4338,8657,10420,59,0,7,10477,3,6,0,0,0,0,0,0,0,0,0,0,10456,10420,29,0,7,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,"MANSFELDER SEEKREIS","MER",1147,0,301,11,2,11973,43,104,0,94,4,0,4057,9,2396,17061,1251,0,395,15,2,16030,52,16030,8086,7944,6243,6180,12423,15337,680,11,2,15848,4,121,0,0,0,0,0,0,0,0,0,57,15427,15337,77,11,2,603,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,"SANGERHAUSEN","MER",425,42,221,8,4,10898,38,137,0,1,8,0,1973,18,1747,13722,562,42,222,16,4,12871,56,12871,6553,6318,5600,5413,11013,12813,55,3,0,12865,0,6,0,0,0,0,0,0,0,0,0,0,12845,12813,29,3,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,"ECKARTSBERGA","MER",176,0,185,10,0,6788,3,12,0,3,0,0,586,3,1001,7472,188,0,188,10,0,7374,6,7374,3689,3685,3377,3357,6734,7366,8,0,0,7372,0,2,0,0,0,0,0,0,0,0,0,0,7374,7366,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,"QUERFURT","MER",128,6,59,9,0,7001,0,126,0,94,8,0,3950,3,1445,11065,254,6,153,17,0,10951,3,10951,5426,5525,4392,4546,8938,10930,15,1,5,10951,0,0,0,0,0,0,0,0,0,0,0,0,10951,10930,15,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,"MERSEBURG","MER",1469,0,119,12,2,6948,0,73,0,79,6,0,5621,58,1874,14013,1542,0,198,18,2,12569,58,12569,6205,6364,5298,5435,10733,12490,77,2,0,12563,3,3,0,0,0,0,0,0,0,0,0,0,12535,12490,43,2,0,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,"WEISSENFELS","MER",63,0,125,6,0,4687,0,482,5,250,9,1,10778,0,2207,16624,545,5,375,15,1,15465,0,15465,7712,7753,5586,5546,11132,15321,136,0,8,15465,0,0,0,0,0,0,0,0,0,0,0,0,15362,15321,33,0,8,103,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,"NAUMBURG","MER",1713,0,132,6,0,2762,2,17,0,31,5,0,820,6,657,5402,1730,0,163,11,0,3582,8,3582,1793,1789,1084,1097,2181,3567,15,0,0,3582,0,0,0,0,0,0,0,0,0,0,0,0,3568,3567,1,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,"ZEITZ","MER",12,0,2,0,0,1220,0,415,0,52,7,0,7865,16,1137,9609,427,0,54,7,0,9085,16,9085,4493,4592,2699,2891,5590,9040,35,9,1,9083,0,0,0,0,0,0,0,0,0,0,0,2,9055,9040,5,9,1,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,"NORDHAUSEN","ERF",1696,0,504,0,0,2924,0,0,0,0,0,0,0,0,600,5128,1696,0,504,0,0,2924,0,2924,1431,1493,127,143,270,2704,199,14,7,2924,0,0,0,0,0,0,0,0,0,0,0,0,2730,2704,5,14,7,194,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,"NORDHAUSEN","ERF",383,0,133,30,0,7671,14,7,0,10,0,0,772,0,1067,8900,390,0,143,30,0,8443,14,8443,4288,4155,3819,3684,7503,8270,166,0,7,8440,0,3,0,0,0,0,0,0,0,0,0,0,8309,8269,33,0,7,134,1,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,"WORBIS","ERF",36,0,49,18,0,7463,9,6,0,2,2,0,1037,0,1078,8536,42,0,51,20,0,8500,9,8500,4312,4188,4235,4120,8355,1833,6667,0,0,8500,0,0,0,0,0,0,0,0,0,0,0,0,1832,1812,20,0,0,6668,21,6647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,"HEILIGENSTADT","ERF",29,11,0,2,0,7467,2,9,0,2,0,0,217,1,1059,8127,38,11,2,2,0,7684,3,7684,3807,3877,3543,3553,7096,560,7113,0,11,7684,0,0,0,0,0,0,0,0,0,0,0,0,559,550,4,0,5,7125,10,7109,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,"MUHLHAUSEN","ERF",1359,0,633,7,0,8856,5,1,0,3,0,0,947,2,1504,11143,1360,0,636,7,0,9803,7,9803,4833,4970,3816,3932,7748,6562,3241,0,0,9803,0,0,0,0,0,0,0,0,0,0,0,0,6560,6551,9,0,0,3243,11,3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,"LANGENSALZA","ERF",102,0,68,9,0,6496,1,0,0,0,0,0,155,0,865,6867,102,0,68,9,0,6651,1,6651,3334,3317,2317,2322,4639,6607,44,0,0,6651,0,0,0,0,0,0,0,0,0,0,0,0,6609,6607,2,0,0,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,"WEISSENSEE","ERF",64,0,157,4,0,4597,4,2,0,18,0,0,419,0,667,5203,66,0,175,4,0,5016,4,5016,2613,2403,1832,1628,3460,4942,74,0,0,5016,0,0,0,0,0,0,0,0,0,0,0,0,4947,4942,5,0,0,69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,"ERFURT","ERF",1132,0,41,5,0,7483,75,0,0,0,0,0,0,0,1222,9431,1132,0,41,5,0,7483,75,7483,3713,3770,293,276,569,6185,1257,24,17,7483,0,0,0,0,0,0,0,0,0,0,0,0,6259,6185,33,24,17,1224,0,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,"ERFURT","ERF",40,0,22,7,0,4914,3,0,0,0,0,0,97,0,668,5071,40,0,22,7,0,5011,3,5011,2528,2483,1840,1765,3605,4391,613,7,0,5011,0,0,0,0,0,0,0,0,0,0,0,0,4390,4373,10,7,0,621,18,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,"ZIEGENRUCK","ERF",33,0,5,1,0,1730,3,15,0,2,2,0,1302,23,358,3129,48,0,7,3,0,3032,26,3032,1548,1484,1361,1288,2649,3025,7,0,0,3032,0,0,0,0,0,0,0,0,0,0,0,0,3032,3025,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,"SCHLEUSINGEN","ERF",173,19,67,7,3,7759,0,7,0,0,0,0,641,0,997,8692,180,19,67,7,3,8400,0,8400,4094,4306,2927,3039,5966,8362,23,0,15,8400,0,0,0,0,0,0,0,0,0,0,0,0,8400,8362,23,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,"HADERSLEBEN","SCH",634,0,38,24,1,5554,249,166,0,13,27,1,4008,388,1233,9873,800,0,51,51,2,9562,637,9562,4853,4709,4399,4133,8532,9499,2,61,0,347,0,0,0,0,0,0,0,0,9025,183,0,7,9450,9427,2,21,0,0,0,0,0,0,112,72,0,40,0,0,0,0,0,0,0,0,0,0,0
283,"APENRADE","SCH",78,0,8,5,0,1724,113,296,0,10,9,1,3095,293,600,4810,374,0,18,14,1,4819,406,4819,2479,2340,2100,1916,4016,4807,0,11,1,289,0,0,0,0,0,0,0,0,4197,333,0,0,4819,4807,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,"SONDERBURG","SCH",380,0,10,10,0,2316,139,61,0,14,7,0,2769,145,635,5285,441,0,24,17,0,5085,284,5085,2681,2404,2049,1910,3959,5081,3,1,0,223,0,0,0,0,0,0,0,0,4731,131,0,0,5085,5081,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,"FLENSBURG","SCH",864,0,33,19,0,6470,124,138,0,25,19,4,5924,686,1617,12501,1002,0,58,38,4,12394,810,12394,6548,5846,4240,3778,8018,12267,96,30,1,11317,0,0,0,0,0,0,0,0,619,438,11,9,12312,12267,14,30,1,82,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,"SCHLESWIG","SCH",653,0,77,18,1,6447,112,85,0,86,14,0,4558,267,1363,10728,738,0,163,32,1,11005,379,11005,5891,5114,4371,3808,8179,10846,66,73,20,11004,0,0,0,0,0,0,0,0,0,1,0,0,10940,10846,9,65,20,57,0,57,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0
287,"ECKERNFORDE","SCH",224,0,30,6,0,2373,90,361,0,96,9,0,4918,503,926,7270,585,0,126,15,0,7291,593,7291,3885,3406,3420,2908,6328,7277,8,6,0,7289,0,0,0,0,0,0,0,0,0,0,1,1,7291,7277,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,"EIDERSTEDT","SCH",35,0,47,9,0,1936,89,125,0,20,5,0,1434,52,409,3220,160,0,67,14,0,3370,141,3370,1772,1598,1171,1033,2204,3367,2,1,0,3370,0,0,0,0,0,0,0,0,0,0,0,0,3370,3367,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,"HUSUM","SCH",197,0,132,11,0,6427,164,7,0,6,4,0,848,10,850,6741,204,0,138,15,0,7275,174,7275,3822,3453,2991,2727,5718,7200,75,0,0,6492,0,0,0,0,0,0,0,0,1,0,412,370,7211,7200,11,0,0,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,"TONDERN","SCH",198,0,119,25,0,5121,124,514,0,87,15,1,4903,301,1268,9847,712,0,206,40,1,10024,425,10024,5152,4872,5086,4466,9552,10017,0,5,2,1756,0,0,0,0,0,0,0,0,5508,276,1856,628,10024,10017,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,"OLDENBURG","SCH",167,0,6,20,0,5821,20,101,0,17,7,0,3096,127,1043,8590,268,0,23,27,0,8917,147,8917,4772,4145,3530,3006,6536,8908,3,3,3,8917,0,0,0,0,0,0,0,0,0,0,0,0,8917,8908,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,"PLON","SCH",595,0,12,22,0,8831,347,80,0,0,10,1,2545,176,1421,11308,675,0,12,32,1,11376,523,11376,5977,5399,3758,3321,7079,11342,27,4,3,11362,0,0,0,0,0,0,0,0,1,0,1,12,11376,11342,27,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,"KIEL","SCH",939,0,29,0,0,7467,0,0,0,0,0,0,0,0,1203,8419,939,0,29,0,0,7467,0,7467,4001,3466,37,29,66,7223,191,20,33,7465,0,0,0,0,0,0,0,0,1,1,0,0,7290,7223,14,20,33,177,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,"KIEL","SCH",376,0,240,15,0,5733,147,92,0,61,7,0,2865,77,1139,8324,468,0,301,22,0,8598,224,8598,4537,4061,3073,2682,5755,8539,57,2,0,8597,0,0,0,0,0,0,0,0,0,1,0,0,8560,8539,19,2,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,"RENDSBURG","SCH",513,0,7,20,0,6743,280,112,0,13,12,0,2958,95,1204,9740,625,0,20,32,0,9701,375,9701,5100,4601,4257,3785,8042,9639,47,1,14,9701,0,0,0,0,0,0,0,0,0,0,0,0,9657,9639,15,1,2,32,0,32,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0
296,"NORDERDITHMARSCHEN","SCH",512,0,42,19,0,6131,92,13,0,12,5,0,1132,76,920,7175,525,0,54,24,0,7263,168,7263,3901,3362,2763,2461,5224,7244,19,0,0,7263,0,0,0,0,0,0,0,0,0,0,0,0,7263,7244,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,"SUDERDITHMARSCHEN","SCH",103,0,3,14,0,5461,56,67,0,1,12,0,2732,11,1024,7807,170,0,4,26,0,8193,67,8193,4445,3748,3612,2974,6586,8193,0,0,0,8193,0,0,0,0,0,0,0,0,0,0,0,0,8193,8193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,"STEINBURG","SCH",498,0,17,14,1,6943,110,156,0,34,13,0,3950,229,1317,10564,654,0,51,27,1,10893,339,10893,5578,5315,3973,3800,7773,10862,24,5,2,10891,0,0,0,0,0,0,0,0,0,0,0,2,10893,10862,24,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,"SEGEBERG","SCH",95,0,30,25,0,4819,93,308,0,31,6,1,3167,131,959,7747,403,0,61,31,1,7986,224,7986,4207,3779,3794,3280,7074,7960,11,5,10,7986,0,0,0,0,0,0,0,0,0,0,0,0,7986,7960,11,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,"STORMARN","SCH",1289,0,19,22,0,8193,124,127,0,4,11,0,4821,178,1736,13907,1416,0,23,33,0,13014,302,13014,6745,6269,4759,4321,9080,12848,98,6,62,13014,0,0,0,0,0,0,0,0,0,0,0,0,12961,12848,98,6,9,0,0,0,0,0,0,0,0,0,0,53,0,0,0,53,0,0,0,0,0
301,"PINNEBERG","SCH",1286,0,71,27,2,10988,49,116,0,30,3,0,2035,78,1728,13244,1402,0,101,30,2,13023,127,13023,6612,6411,4725,4146,8871,12971,23,24,5,13019,0,0,0,0,0,0,0,0,2,2,0,0,13018,12971,23,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0
