kreiskey1888,county,rb,edu1886_loc_pri,edu1886_loc_max,edu1886_loc_rea,edu1886_loc_dis,edu1886_loc_nvr,edu1886_loc_tot,edu1886_loc_awa,edu1886_dif_pri,edu1886_dif_max,edu1886_dif_rea,edu1886_dif_dis,edu1886_dif_nvr,edu1886_dif_tot,edu1886_dif_awa,edu1886_tot_you,edu1886_tot_old,edu1886_tot_pri,edu1886_tot_max,edu1886_tot_rea,edu1886_tot_dis,edu1886_tot_nvr,edu1886_tot_tot,edu1886_tot_awa,edu1886_stud_tot,edu1886_stud_m,edu1886_stud_f,edu1886_stud_mix_m,edu1886_stud_mix_f,edu1886_stud_mix_tot,edu1886_stud_pro,edu1886_stud_cat,edu1886_stud_ocr,edu1886_stud_jew,edu1886_stud_ger,edu1886_stud_pol,edu1886_stud_pag,edu1886_stud_lit,edu1886_stud_lag,edu1886_stud_wen,edu1886_stud_wag,edu1886_stud_sla,edu1886_stud_sag,edu1886_stud_dan,edu1886_stud_dag,edu1886_stud_oth,edu1886_stud_oag,edu1886_pro_stud_tot,edu1886_pro_stud_pro,edu1886_pro_stud_cat,edu1886_pro_stud_ocr,edu1886_pro_stud_jew,edu1886_cat_stud_tot,edu1886_cat_stud_pro,edu1886_cat_stud_cat,edu1886_cat_stud_ocr,edu1886_cat_stud_jew,edu1886_ocr_stud_tot,edu1886_ocr_stud_pro,edu1886_ocr_stud_cat,edu1886_ocr_stud_ocr,edu1886_ocr_stud_jew,edu1886_jew_stud_tot,edu1886_jew_stud_pro,edu1886_jew_stud_cat,edu1886_jew_stud_ocr,edu1886_jew_stud_jew,edu1886_mix_stud_tot,edu1886_mix_stud_pro,edu1886_mix_stud_cat,edu1886_mix_stud_ocr,edu1886_mix_stud_jew
76,"SPANDAU","POT",1253,0,1,0,0,3772,0,0,0,0,0,0,0,0,688,5168,1253,0,1,0,0,3772,0,3772,1866,1906,324,314,638,3473,293,1,5,3772,0,0,0,0,0,0,0,0,0,0,0,0,3484,3473,5,1,5,288,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"OSTHAVELLAND","POT",414,0,100,18,1,7967,39,54,0,3,2,0,1812,61,1396,10305,468,0,103,20,1,9779,100,9779,4830,4949,3766,3846,7612,9666,87,15,11,9779,0,0,0,0,0,0,0,0,0,0,0,0,9750,9666,58,15,11,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"BRANDENBURG","POT",1755,0,20,4,1,2635,0,0,0,0,0,0,0,0,634,4813,1755,0,20,4,1,2635,0,2635,1280,1355,45,50,95,2545,81,9,0,2635,0,0,0,0,0,0,0,0,0,0,0,0,2540,2529,2,9,0,95,16,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"WESTHAVELLAND","POT",519,21,94,7,1,5649,40,39,30,54,6,0,3335,140,1274,9252,558,51,148,13,1,8984,180,8984,4531,4453,3180,3047,6227,8905,66,3,10,8973,8,3,0,0,0,0,0,0,0,0,0,0,8984,8905,66,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"RUPPIN","POT",578,0,156,11,0,9500,33,60,0,57,5,0,2418,120,1662,12800,638,0,213,16,0,11918,153,11918,5973,5945,4763,4676,9439,11838,50,4,26,11917,0,1,0,0,0,0,0,0,0,0,0,0,11889,11838,21,4,26,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"OSTPRIGNITZ","POT",1425,0,128,15,0,7078,90,31,0,48,1,0,2109,186,1425,10847,1456,0,176,16,0,9187,276,9187,4729,4458,3881,3723,7604,9168,12,0,7,9187,0,0,0,0,0,0,0,0,0,0,0,0,9187,9168,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"WESTPRIGNITZ","POT",1237,0,48,5,1,5634,40,213,0,41,6,0,4339,72,1478,11568,1450,0,89,11,1,9973,112,9973,4987,4986,3566,3626,7192,9866,96,2,9,9973,0,0,0,0,0,0,0,0,0,0,0,0,9887,9866,10,2,9,86,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"KONIGSBERG","FRA",1360,0,88,26,0,13095,95,33,0,18,4,0,3088,96,2253,17510,1393,0,106,30,0,16183,191,16183,7871,8312,6344,6324,12668,16051,58,20,54,16180,0,3,0,0,0,0,0,0,0,0,0,0,16183,16051,58,20,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"SOLDIN","FRA",215,0,667,10,0,7130,416,3,0,120,2,0,1527,115,1255,9279,218,0,787,12,0,8657,531,8657,4350,4307,3260,3181,6441,8558,5,52,42,8657,0,0,0,0,0,0,0,0,0,0,0,0,8657,8558,5,52,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"ARNSWALDE","FRA",452,0,63,7,2,4523,31,78,0,88,2,0,3116,227,1143,8254,530,0,151,9,2,7639,258,7639,3757,3882,2909,2781,5690,7503,25,53,58,7623,9,7,0,0,0,0,0,0,0,0,0,0,7639,7503,25,53,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"FRIEDEBERG","FRA",374,0,602,10,3,6925,234,92,0,418,10,37,3528,387,1445,10781,466,0,1020,20,40,10453,621,10453,5175,5278,3949,3932,7881,10270,99,15,69,10424,3,26,0,0,0,0,0,0,0,0,0,0,10392,10270,38,15,69,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"LANDSBERG","FRA",3984,0,578,19,0,10162,205,114,0,183,10,0,3537,174,2221,16436,4098,0,761,29,0,13699,379,13699,6756,6943,5528,5539,11067,13532,137,16,14,13688,3,8,0,0,0,0,0,0,0,0,0,0,13603,13532,41,16,14,96,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,"LEBUS","FRA",1149,0,146,11,0,10883,102,80,0,102,10,0,5511,386,2273,17415,1229,0,248,21,0,16394,488,16394,8232,8162,6311,6288,12599,16346,12,2,34,16394,0,0,0,0,0,0,0,0,0,0,0,0,16394,16346,12,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"FRANKFURT","FRA",3721,0,63,1,3,5610,21,0,0,0,0,0,0,0,1094,8751,3721,0,63,1,3,5610,21,5610,2683,2927,524,559,1083,5264,342,1,3,5608,0,2,0,0,0,0,0,0,0,0,0,0,5276,5264,8,1,3,334,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,"WESTSTERNBERG","FRA",334,0,453,13,0,6718,153,23,0,54,1,0,1314,85,1096,8364,357,0,507,14,0,8032,238,8032,4051,3981,3245,3197,6442,7950,21,32,29,8032,0,0,0,0,0,0,0,0,0,0,0,0,8032,7950,21,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"OSTSTERNBERG","FRA",660,0,102,18,0,6931,117,19,15,48,4,0,1566,128,1251,9378,679,15,150,22,0,8497,245,8497,4236,4261,3560,3607,7167,8379,61,7,50,8497,0,0,0,0,0,0,0,0,0,0,0,0,8497,8379,61,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"ZULLICHAU-SCHWIEBUS","FRA",653,0,11,10,0,5636,35,16,0,63,8,0,3020,230,1143,9406,669,0,74,18,0,8656,265,8656,4260,4396,3252,3257,6509,7467,1134,47,8,8605,6,45,0,0,0,0,0,0,0,0,0,0,7658,7448,155,47,8,998,19,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,"KROSSEN","FRA",296,0,164,7,0,8224,83,16,0,36,1,0,2771,171,1444,11662,312,0,200,8,0,10995,254,10995,5520,5475,4255,4204,8459,10892,89,0,14,10994,0,1,0,0,0,0,0,0,0,0,0,0,10924,10892,18,0,14,71,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"GUBEN","FRA",337,0,31,4,0,4529,0,0,0,0,0,0,97,97,562,5144,337,0,31,4,0,4626,97,4626,2330,2296,174,299,473,4473,115,30,8,4626,0,0,0,0,0,0,0,0,0,0,0,0,4521,4473,10,30,8,105,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,"GUBEN","FRA",42,0,123,13,0,3726,7,289,0,95,9,0,3806,200,1016,8099,331,0,218,22,0,7532,207,7532,3769,3763,3485,3494,6979,7131,363,23,15,7363,0,0,0,0,135,3,31,0,0,0,0,0,7187,7131,18,23,15,345,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"LUBBEN","FRA",170,0,94,7,0,3578,34,40,0,87,8,0,2295,314,872,6275,210,0,181,15,0,5873,348,5873,2965,2908,2866,2822,5688,5837,30,0,6,5873,0,0,0,0,0,0,0,0,0,0,0,0,5849,5837,6,0,6,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"LUCKAU","FRA",14,0,271,8,0,5659,0,133,0,322,6,0,5926,148,1480,11772,147,0,593,14,0,11585,148,11585,5799,5786,4372,4235,8607,11555,24,1,5,11585,0,0,0,0,0,0,0,0,0,0,0,0,11585,11555,24,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,"KALAU","FRA",80,0,165,10,0,4346,3,349,0,295,11,0,5301,283,1332,10132,429,0,460,21,0,9647,286,9647,4800,4847,4055,4153,8208,9568,76,3,0,9038,1,8,0,0,389,211,0,0,0,0,0,0,9647,9568,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"KOTTBUS","FRA",1938,0,4,0,0,2886,0,0,0,0,0,0,0,0,603,4756,1938,0,4,0,0,2886,0,2886,1395,1491,133,144,277,2716,138,32,0,2837,0,0,0,0,5,44,0,0,0,0,0,0,2755,2716,7,32,0,131,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,"KOTTBUS","FRA",129,0,198,13,11,7158,74,46,0,56,8,0,2834,148,1285,9744,175,0,254,21,11,9992,222,9992,4917,5075,4424,4640,9064,9935,6,47,4,3338,1,0,0,0,5463,1190,0,0,0,0,0,0,9992,9935,6,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"SORAU","FRA",2045,12,127,8,0,10687,133,101,0,116,8,0,6402,338,2383,18695,2146,12,243,16,0,17089,471,17089,8422,8667,5995,6060,12055,16370,691,16,12,17077,0,8,0,0,0,4,0,0,0,0,0,0,16595,16369,198,16,12,494,1,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"SPREMBERG","FRA",523,0,21,2,4,2600,0,23,0,19,2,0,1742,161,619,4933,546,0,40,4,4,4342,161,4342,2206,2136,1381,1378,2759,4235,107,0,0,3022,0,1,0,0,109,1210,0,0,0,0,0,0,4282,4235,47,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,"DEMMIN","STE",523,0,193,14,13,5094,108,80,0,119,7,1,2668,51,1050,8306,603,0,312,21,14,7762,159,7762,3951,3811,3218,3135,6353,7720,34,1,7,7762,0,0,0,0,0,0,0,0,0,0,0,0,7745,7720,17,1,7,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"ANKLAM","STE",422,0,131,5,0,3771,5,38,0,79,0,0,1297,24,731,5679,460,0,210,5,0,5068,29,5068,2540,2528,1936,1861,3797,5055,6,1,6,5068,0,0,0,0,0,0,0,0,0,0,0,0,5068,5055,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"USEDOM-WOLLIN","STE",208,0,112,3,3,3933,0,410,0,174,20,0,4557,222,1121,9007,618,0,286,23,3,8490,222,8490,4192,4298,3270,3367,6637,8441,32,4,13,8490,0,0,0,0,0,0,0,0,0,0,0,0,8459,8441,1,4,13,31,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"UCKERMUNDE","STE",521,0,359,9,0,6197,157,66,0,83,4,0,2684,37,1189,9165,587,0,442,13,0,8881,194,8881,4461,4420,3438,3482,6920,8570,289,8,14,8881,0,0,0,0,0,0,0,0,0,0,0,0,8600,8558,20,8,14,281,12,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"RANDOW","STE",1690,92,383,20,6,13250,150,183,0,345,8,46,5129,180,2683,20468,1873,92,728,28,52,18379,330,18379,9186,9193,5745,5716,11461,18167,65,73,74,18379,0,0,0,0,0,0,0,0,0,0,0,0,18379,18167,65,73,74,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"STETTIN","STE",0,0,0,0,0,9929,0,0,0,0,0,0,0,0,1909,15201,0,0,0,0,0,9929,0,9929,5013,4916,111,150,261,9536,283,69,41,9929,0,0,0,0,0,0,0,0,0,0,0,0,9668,9536,22,69,41,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"GREIFENHAGEN","STE",416,0,374,11,0,8670,8,6,0,69,2,0,1197,14,1326,9975,422,0,443,13,0,9867,22,9867,4980,4887,4463,4384,8847,9797,12,31,27,9866,1,0,0,0,0,0,0,0,0,0,0,0,9867,9797,12,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"PYRITZ","STE",889,0,358,17,0,6304,58,22,0,12,1,0,1130,59,1138,8134,911,0,370,18,0,7434,117,7434,3561,3873,3519,3325,6844,7378,15,17,24,7431,0,3,0,0,0,0,0,0,0,0,0,0,7434,7378,15,17,24,0,0,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,"SAATZIG","STE",992,0,468,19,0,9790,65,17,0,219,4,0,1681,67,1556,12208,1009,0,687,23,0,11471,132,11471,5729,5742,4196,4147,8343,11211,80,116,64,11467,0,4,0,0,0,0,0,0,0,0,0,0,11402,11209,15,114,64,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"NAUGARD","STE",477,0,331,19,22,8606,89,23,0,124,3,2,1784,35,1408,10908,500,0,455,22,24,10390,124,10390,5286,5104,4567,4393,8960,10317,62,0,11,10388,0,2,0,0,0,0,0,0,0,0,0,0,10331,10317,3,0,11,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,"KAMMIN","STE",434,0,153,40,2,4975,22,54,7,226,8,0,3176,116,1074,8590,488,7,379,48,2,8151,138,8151,4128,4023,4033,3928,7961,8132,1,0,18,8151,0,0,0,0,0,0,0,0,0,0,0,0,8151,8132,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"GREIFENBERG","STE",466,0,170,7,0,5349,28,15,0,33,3,0,876,0,832,6592,481,0,203,10,0,6225,28,6225,3223,3002,2647,2448,5095,6201,1,15,8,6225,0,0,0,0,0,0,0,0,0,0,0,0,6225,6201,1,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"REGENWALDE","STE",217,0,333,9,11,5961,76,66,0,210,9,0,3023,211,1167,9405,283,0,543,18,11,8984,287,8984,4608,4376,4305,4105,8410,8880,13,36,55,8984,0,0,0,0,0,0,0,0,0,0,0,0,8984,8880,13,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"SCHIVELBEIN","KOS",74,0,10,21,4,2815,21,4,0,0,0,0,704,41,508,3691,78,0,10,21,4,3519,62,3519,1788,1731,1418,1310,2728,3466,4,0,49,3519,0,0,0,0,0,0,0,0,0,0,0,0,3519,3466,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,"DRAMBURG","KOS",376,0,23,10,2,4763,53,26,0,92,2,0,1787,76,905,7067,402,0,115,12,2,6550,129,6550,3252,3298,2237,2342,4579,6420,11,51,68,6550,0,0,0,0,0,0,0,0,0,0,0,0,6550,6420,11,51,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,"NEUSTETTIN","KOS",216,0,46,14,2,7152,208,262,0,85,19,7,7141,461,2043,15353,478,0,131,33,9,14293,669,14293,7360,6933,6462,6062,12524,14052,41,51,149,14276,5,12,0,0,0,0,0,0,0,0,0,0,13613,13429,23,51,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,623,18,0,39
119,"BELGARD","KOS",476,0,125,12,2,6048,127,57,0,31,3,0,2279,251,1212,9382,533,0,156,15,2,8327,378,8327,4218,4109,3567,3406,6973,8244,11,27,45,8323,2,2,0,0,0,0,0,0,0,0,0,0,8327,8244,11,27,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,"KOLBERG-KORLIN","KOS",1207,0,78,17,0,7297,82,7,0,55,3,0,1254,89,1271,9757,1214,0,133,20,0,8551,171,8551,4293,4258,3696,3722,7418,8408,74,5,64,8551,0,0,0,0,0,0,0,0,0,0,0,0,8488,8408,11,5,64,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,"KOSLIN","KOS",432,1,36,11,2,5574,87,32,0,32,4,0,2157,78,1026,8412,464,1,68,15,2,7731,165,7731,3921,3810,2730,2613,5343,7622,33,18,58,7731,0,0,0,0,0,0,0,0,0,0,0,0,7714,7622,16,18,58,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,"BUBLITZ","KOS",5,0,40,0,0,2157,70,36,0,38,2,0,2018,251,538,4323,41,0,78,2,0,4175,321,4175,2140,2035,1788,1729,3517,4151,0,8,16,4175,0,0,0,0,0,0,0,0,0,0,0,0,4175,4151,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,"SCHLAWE","KOS",704,14,194,23,1,11542,199,22,0,36,6,0,2030,35,1886,14662,726,14,230,29,1,13572,234,13572,6795,6777,6180,6142,12322,13429,32,59,52,13568,4,0,0,0,0,0,0,0,0,0,0,0,13572,13429,32,59,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,"RUMMELSBURG","KOS",84,0,191,10,0,4272,284,19,0,167,5,0,2403,407,970,7032,103,0,358,15,0,6675,691,6675,3362,3313,2990,2983,5973,6541,25,49,60,6675,0,0,0,0,0,0,0,0,0,0,0,0,6675,6541,25,49,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,"STOLP","KOS",607,0,125,20,0,14086,123,29,0,54,6,0,3611,218,2404,19152,636,0,179,26,0,17697,341,17697,8959,8738,7361,7201,14562,17418,72,94,113,17697,0,0,0,0,0,0,0,0,0,0,0,0,17697,17418,72,94,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"LAUENBURG","KOS",128,0,35,3,0,3977,28,32,0,89,13,2,3930,227,1211,8522,160,0,124,16,2,7907,255,7907,4024,3883,3623,3547,7170,7236,571,42,58,7505,280,122,0,0,0,0,0,0,0,0,0,0,7491,6963,428,42,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,273,143,0,0
127,"BUTOW","KOS",408,0,88,11,1,2776,126,40,0,49,3,0,1567,134,681,4831,448,0,137,14,1,4343,260,4343,2206,2137,1982,1842,3824,3492,780,22,49,3661,498,184,0,0,0,0,0,0,0,0,0,0,3350,3071,254,20,5,474,11,463,0,0,0,0,0,0,0,0,0,0,0,0,519,410,63,2,44
128,"RUGEN","STR",53,0,8,2,0,631,0,563,0,139,21,6,7077,271,1044,8331,616,0,147,23,6,7708,271,7708,3926,3782,3449,3398,6847,7698,10,0,0,7708,0,0,0,0,0,0,0,0,0,0,0,0,7708,7698,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,"STRALSUND","STR",1616,0,15,0,0,2720,0,0,0,0,0,0,0,0,519,4518,1616,0,15,0,0,2720,0,2720,1173,1547,145,151,296,2659,58,3,0,2720,0,0,0,0,0,0,0,0,0,0,0,0,2665,2659,3,3,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"FRANZBURG","STR",57,0,33,4,0,2869,8,596,0,33,9,0,4475,188,987,7771,653,0,66,13,0,7344,196,7344,3626,3718,3096,3038,6134,7334,3,3,4,7344,0,0,0,0,0,0,0,0,0,0,0,0,7344,7334,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,"GREIFSWALD","STR",241,0,75,26,0,5133,18,153,0,184,10,1,4156,106,1346,10366,394,0,259,36,1,9289,124,9289,4688,4601,3003,3077,6080,9197,79,6,7,9284,1,4,0,0,0,0,0,0,0,0,0,0,9233,9197,23,6,7,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"GRIMMEN","STR",77,0,42,1,0,1938,2,110,0,167,19,0,4838,201,893,6956,187,0,209,20,0,6776,203,6776,3404,3372,2436,2428,4864,6759,9,4,4,6776,0,0,0,0,0,0,0,0,0,0,0,0,6776,6759,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,"WRESCHEN","POS",152,14,5,7,0,946,0,59,73,39,12,2,4838,262,852,6668,211,87,44,19,2,5784,262,5784,2952,2832,2952,2832,5784,485,5132,0,167,918,4709,157,0,0,0,0,0,0,0,0,0,0,406,365,26,0,15,5226,120,5106,0,0,0,0,0,0,0,152,0,0,0,152,0,0,0,0,0
134,"JAROTSCHIN","POS",48,19,17,11,0,1291,0,20,145,76,46,19,7038,736,1151,9114,68,164,93,57,19,8329,736,8329,4159,4170,4159,4170,8329,937,7217,0,175,1035,7091,203,0,0,0,0,0,0,0,0,0,0,763,719,42,0,2,6700,125,6575,0,0,0,0,0,0,0,182,6,3,0,173,684,87,597,0,0
135,"SCHRODA","POS",205,107,352,37,0,2564,64,181,30,674,58,43,7660,617,1416,11273,386,137,1026,95,43,10224,681,10224,5101,5123,5038,5064,10102,1510,8604,0,110,1646,8402,176,0,0,0,0,0,0,0,0,0,0,1804,1302,441,0,61,8371,208,8163,0,0,0,0,0,0,0,49,0,0,0,49,0,0,0,0,0
136,"SCHRIMM","POS",119,23,60,21,36,766,0,218,408,533,112,29,9836,898,1383,11217,337,431,593,133,65,10602,898,10602,5363,5239,5199,5059,10258,1681,8699,6,216,1983,8468,151,0,0,0,0,0,0,0,0,0,0,1756,1411,303,0,42,8484,247,8231,6,0,0,0,0,0,0,174,0,0,0,174,188,23,165,0,0
137,"POSEN","POS",6026,0,1448,0,0,6305,0,0,0,0,0,0,0,0,1281,11334,6026,0,1448,0,0,6305,0,6305,3051,3254,0,0,0,1625,4531,0,149,2257,3543,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6305,1625,4531,0,149
138,"POSEN OST","POS",170,43,47,8,54,1829,0,68,0,35,15,49,4438,484,1009,7050,238,43,82,23,103,6267,484,6267,3173,3094,3036,2957,5993,1214,4960,0,93,1331,4591,345,0,0,0,0,0,0,0,0,0,0,785,588,197,0,0,3411,176,3233,0,2,0,0,0,0,0,89,0,0,0,89,1982,450,1530,0,2
139,"POSEN WEST","POS",5,7,83,14,34,782,0,63,253,457,27,127,5679,320,920,7379,68,260,540,41,161,6461,320,6461,3282,3179,3282,3179,6461,735,5703,0,23,699,5642,120,0,0,0,0,0,0,0,0,0,0,622,491,126,0,5,5645,236,5392,0,17,0,0,0,0,0,0,0,0,0,0,194,8,185,0,1
140,"OBORNIK","POS",237,8,206,15,0,1827,23,95,11,526,22,3,7319,526,1257,10030,332,19,732,37,3,9146,549,9146,4653,4493,4466,4290,8756,3099,5743,0,304,3834,4952,360,0,0,0,0,0,0,0,0,0,0,3230,2365,849,0,16,4146,197,3940,0,9,0,0,0,0,0,190,0,0,0,190,1580,537,954,0,89
141,"SAMTER","POS",267,221,128,3,0,1512,31,21,179,342,30,7,8674,979,1379,11214,288,400,470,33,7,10186,1010,10186,5129,5057,5129,5057,10186,2533,7336,0,317,3147,6570,469,0,0,0,0,0,0,0,0,0,0,2645,2379,254,0,12,7238,154,7082,0,2,0,0,0,0,0,303,0,0,0,303,0,0,0,0,0
142,"BIRNBAUM","POS",55,13,62,0,0,922,7,23,0,13,3,1,4386,409,711,5753,78,13,75,3,1,5308,416,5308,2689,2619,2586,2488,5074,2466,2781,0,61,2749,1733,826,0,0,0,0,0,0,0,0,0,0,2415,1933,471,0,11,2191,156,2035,0,0,0,0,0,0,0,14,0,0,0,14,688,377,275,0,36
143,"SCHWERIN","POS",185,0,84,2,7,1374,12,5,0,66,1,0,2800,423,573,4576,190,0,150,3,7,4174,435,4174,2081,2093,1814,1816,3630,1843,2302,0,29,3983,57,134,0,0,0,0,0,0,0,0,0,0,1783,1709,68,0,6,2371,134,2234,0,3,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0
144,"MESERITZ","POS",11,0,78,8,0,3399,102,109,0,142,12,1,5776,456,1277,9556,120,0,220,20,1,9175,558,9175,4663,4512,4315,4139,8454,4873,4192,3,107,7373,1199,603,0,0,0,0,0,0,0,0,0,0,4350,3973,321,3,53,3695,255,3440,0,0,0,0,0,0,0,18,0,0,0,18,1112,645,431,0,36
145,"NEUTOMISCHEL","POS",155,0,55,3,23,2020,7,0,15,74,3,0,4310,222,850,6657,155,15,129,6,23,6330,229,6330,3148,3182,3148,3182,6330,2680,3556,0,94,2983,2985,362,0,0,0,0,0,0,0,0,0,0,2860,2593,241,0,26,3402,87,3315,0,0,0,0,0,0,0,68,0,0,0,68,0,0,0,0,0
146,"GRATZ (Buk)","POS",155,1,53,9,7,2440,75,40,45,78,21,0,3537,239,811,6670,195,46,131,30,7,5977,314,5977,2972,3005,2725,2780,5505,1054,4811,0,112,1169,4699,109,0,0,0,0,0,0,0,0,0,0,698,678,20,0,0,4259,145,4113,0,1,0,0,0,0,0,44,0,0,0,44,976,231,678,0,67
147,"BOMST","POS",95,0,606,16,0,4962,43,27,83,648,51,2,6603,357,1540,12207,122,83,1254,67,2,11565,400,11565,5743,5822,5721,5799,11520,4633,6846,4,82,6379,4592,594,0,0,0,0,0,0,0,0,0,0,4981,4441,508,4,28,6363,144,6216,0,3,0,0,0,0,0,51,0,0,0,51,170,48,122,0,0
148,"FRAUSTADT","POS",247,21,73,7,0,2745,52,11,20,46,11,0,2585,34,746,5498,258,41,119,18,0,5330,86,5330,2652,2678,2395,2417,4812,1923,3380,0,27,3769,1333,228,0,0,0,0,0,0,0,0,0,0,1869,1763,104,0,2,3436,160,3276,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0
149,"SCHMIEGEL","POS",0,0,322,6,0,1579,0,17,43,743,11,0,6244,143,899,7797,17,43,1065,17,0,7823,143,7823,4015,3808,4015,3808,7823,1047,6729,0,47,1340,6193,290,0,0,0,0,0,0,0,0,0,0,1052,880,162,0,10,6735,167,6567,0,1,0,0,0,0,0,36,0,0,0,36,0,0,0,0,0
150,"KOSTEN","POS",158,70,533,18,3,4152,440,36,175,429,27,15,4263,256,1102,9264,194,245,962,45,18,8415,696,8415,4234,4181,4234,4181,8415,829,7522,0,64,673,7593,149,0,0,0,0,0,0,0,0,0,0,821,749,22,0,50,7580,80,7500,0,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0
151,"LISSA","POS",296,0,108,7,0,3531,11,21,47,295,18,0,3837,91,945,7456,317,47,403,25,0,7368,102,7368,3716,3652,3058,2959,6017,2253,4913,0,202,4392,2825,151,0,0,0,0,0,0,0,0,0,0,2506,2062,429,0,15,4483,91,4391,0,1,0,0,0,0,0,186,0,0,0,186,193,100,93,0,0
