kreiskey1849,county,rb,fac1849_spin_woolyarn_spindles,fac1849_spin_combyarn_spindles,fac1849_spin_cotton_spindles,fac1849_spin_flax_spindles,fac1849_spin_tow_spindles,fac1849_looms_silk_looms,fac1849_looms_cotton_looms,fac1849_looms_linen_looms,fac1849_looms_wool_looms,fac1849_looms_hosiery_looms,fac1849_looms_band_looms,fac1849_looms_others_looms,fac1849_looms_se_linen_looms,fac1849_looms_se_shag_looms,fac1849_looms_se_others_looms,fac1849_wool_cloth_looms,fac1849_wool_cloth_handlooms,fac1849_halfwool_cloth_looms,fac1849_halfwool_cloth_handlooms,fac1849_cotton_looms,fac1849_cotton_handlooms,fac1849_linen_looms,fac1849_linen_handlooms,fac1849_silk_looms,fac1849_silk_handlooms,fac1849_shawl_looms,fac1849_shawl_handlooms,fac1849_band_looms,fac1849_band_handlooms,fac1849_carpet_looms,fac1849_carpet_handlooms,fac1849_passement_looms,fac1849_passement_handlooms,fac1849_hosiery_looms,fac1849_hosiery_handlooms,fac1849_laces_looms,fac1849_laces_handlooms,fac1849_print_tables,fac1849_print_machines,mill1849_water_grindingstones,mill1849_animals_grindingstones,mill1849_steam_grindingstones,steam1849_spinnery_engines,steam1849_spinnery_horsepower,steam1849_weaving_engines,steam1849_weaving_horsepower,steam1849_fulling_engines,steam1849_fulling_horsepower,steam1849_engineworks_engines,steam1849_engineworks_horsepower,steam1849_flourmill_engines,steam1849_flourmill_horsepower,steam1849_cuttingmill_engines,steam1849_cuttingmill_horsepower,steam1849_othermills_engines,steam1849_othermills_horsepower,steam1849_mining_engines,steam1849_mining_horsepower,steam1849_shipping_engines,steam1849_shipping_horsepower,steam1849_metal_fab_engines,steam1849_metal_fab_horsepower,steam1849_railway_engines,steam1849_railway_horsepower,steam1849_others_engines,steam1849_others_horsepower,fac1849_ironworks_blast_furn,fac1849_ironworks_refining_furn,fac1849_ironworks_puddling_furn,fac1849_ironworks_welding_furn,fac1849_ironworks_cupola_furn,fac1849_ironworks_air_furn,fac1849_steel_finingforge,fac1849_steel_refiningforge,fac1849_steel_cement_furn,fac1849_steel_caststeel_furn,fac1849_glassworks_furnaces,fac1849_paper_vats,fac1849_paper_machines,occ1849_printoffice_book_press
67,"Birnbaum","POS",0,380,0,0,0,0,0,9,9,0,0,0,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,86,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
68,"Meseritz","POS",1340,40,0,0,0,0,0,17,67,0,0,0,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
69,"Schildberg","POS",0,0,0,0,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
70,"Bomst","POS",1260,0,0,0,0,0,0,24,29,0,0,0,2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
71,"Fraustadt","POS",2340,0,0,0,0,0,34,173,52,3,0,0,809,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,6,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
72,"Kröben","POS",5048,0,0,0,0,0,120,175,71,0,0,75,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1,16,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
73,"Krotoschin","POS",200,80,0,0,0,0,0,147,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
74,"Adelnau","POS",0,0,0,0,0,0,0,22,1,0,0,0,1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
75,"Tscharnikow","BRO",2080,0,0,0,0,0,0,10,266,5,0,0,3110,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
76,"Chodezien","BRO",2744,30,0,0,0,0,0,5,53,0,0,0,792,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
77,"Wirsitz","BRO",0,0,0,0,0,0,0,20,48,0,0,0,1727,237,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,"Bromberg","BRO",120,0,0,0,0,0,60,52,2,0,0,0,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
79,"Schubin","BRO",0,400,0,0,0,0,0,15,42,0,0,9,1320,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"Inowrazlaw","BRO",0,0,0,0,0,0,3,21,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,"Mogilno","BRO",0,0,0,0,0,0,0,5,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Gnesen","BRO",0,0,0,0,0,0,0,38,1,0,0,5,413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,"Wongrowiz","BRO",0,0,0,0,0,0,0,15,0,0,0,0,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"Haupt- und Residenzstadt Berlin","POT",1800,1736,610,0,0,2147,2113,63,2270,106,95,173,0,3,0,21,64,372,1210,117,318,0,23,231,940,0,29,0,18,0,59,23,98,146,15,0,0,200,34,48,8,21,7,92,0,0,2,8,11,107,5,135,3,66,5,40,0,0,1,16,28,275,57,2537,52,516,0,0,0,0,0,0,0,0,0,0,0,7,1,198
85,"Prenzlau","POT",716,0,0,0,0,0,15,352,3,5,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,67,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
86,"Templin","POT",910,0,0,0,0,0,32,270,3,23,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,56,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
87,"Angermünde","POT",0,0,0,0,0,0,8,277,2,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57,0,3,0,0,0,0,0,0,0,0,2,26,1,30,0,0,0,0,0,0,0,0,2,40,1,8,0,0,0,0,0,0,0,0,0,0,0,3,2,3
88,"Ober-Barnim","POT",580,0,0,0,0,0,55,128,116,1,0,1,1,0,0,0,2,0,17,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,8,4,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,4,2,3
89,"Nieder-Barnim","POT",655,0,0,0,0,142,415,176,4,4,6,0,23,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,2,0,0,0,0,0,2,0,0,0,0,70,2,7,0,0,0,0,0,0,3,33,0,0,0,0,2,30,0,0,0,0,4,78,22,440,1,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0
90,"Beeskow-Storkow","POT",660,0,0,0,0,0,4,67,61,0,0,0,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,"Teltow","POT",0,0,0,0,0,83,838,210,2,4,0,1,7,0,0,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,65,12,29,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,6,0,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"Jüterbock-Luckenwalde","POT",15741,0,0,0,0,0,466,243,570,16,0,0,836,0,0,0,129,0,18,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,33,1,10,6,72,0,0,2,40,0,0,2,22,3,18,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
93,"Zauch-Belzig","POT",3690,0,0,0,0,0,33,553,71,7,0,0,31,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,5,2,1,6,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,2,1,1
94,"Potsdam","POT",0,0,0,0,0,64,36,6,22,6,0,0,0,0,0,0,20,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,14,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,6,188,10,139,0,0,0,0,0,0,0,0,0,0,0,0,0,10
95,"Ost-Havelland","POT",140,0,0,0,0,0,181,249,1,6,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,5,0,10,3,1,0,0,0,0,0,0,0,0,0,0,1,8,1,4,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
96,"West-Havelland","POT",8940,0,0,51,0,352,28,374,389,2,0,3,0,0,0,0,369,0,0,0,0,0,70,0,352,0,0,0,0,0,2,0,3,0,2,0,0,3,0,16,4,5,5,66,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,6
97,"Ruppin","POT",4970,0,0,0,0,0,14,364,119,0,0,0,18,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2,2,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
98,"Ost-Priegnitz","POT",4109,1370,0,0,0,0,0,75,171,0,0,0,3526,0,1,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,3
99,"West-Priegnitz","POT",0,0,0,0,0,0,10,55,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,0,0,0,0,0,0,0,2,31,0,0,0,0,2,50,0,0,0,0,0,0,7,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
100,"Königsberg","FRA",1520,0,0,0,0,0,21,195,167,1,0,0,119,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,17,1,1,16,0,0,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
101,"Soldin","FRA",940,0,0,0,0,0,4,114,20,0,0,0,48,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,19,6,0,0,0,0,0,0,0,0,4,33,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
102,"Arnswalde","FRA",0,0,0,0,0,0,0,11,15,0,0,0,2474,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,16,2,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
103,"Friedeberg","FRA",0,0,0,0,0,0,1,21,59,0,0,0,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
104,"Landsberg","FRA",200,0,0,0,0,0,4,79,2,0,0,14,1527,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,0,0,0,0,0,0,55,3,2,0,0,0,0,0,0,2,12,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
105,"Lebus","FRA",1600,0,0,0,0,0,31,123,14,1,0,0,167,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,13,13,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,2,96,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
106,"Frankfurt","FRA",120,0,0,0,0,0,0,0,13,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,270,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0,7
107,"Sternberg","FRA",10410,0,0,0,0,126,2,59,225,0,0,40,2419,0,0,0,0,0,0,0,0,0,0,58,14,0,0,0,0,0,40,0,0,0,0,0,0,0,0,181,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2
108,"Züllichau","FRA",6780,0,0,0,0,70,0,18,345,0,0,0,578,0,0,0,192,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,11,2,6,72,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2
109,"Guben","FRA",10020,0,0,0,0,0,0,34,357,8,0,0,1622,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,166,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
110,"Crossen","FRA",8860,0,0,0,0,0,6,69,538,12,0,0,2987,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,4,0,5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,2,0,3
111,"Lübben","FRA",3000,0,0,0,0,0,19,39,3,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,3,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,"Luckau","FRA",9064,0,0,0,0,0,58,72,513,4,0,79,3794,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,67,12,0,0,0,0,0,0,0,0,85,2,4,5,38,0,0,1,20,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2
113,"Kalau","FRA",1500,0,0,0,0,0,9,225,0,3,0,1,1718,0,0,0,0,0,0,0,9,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,3,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
114,"Cottbus","FRA",15680,0,0,0,0,0,11,280,421,8,0,0,1512,0,0,27,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,42,0,0,2,14,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
115,"Sorau","FRA",19242,260,0,0,0,0,127,1354,594,0,1,0,630,0,112,83,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,4,0,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,560,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3
116,"Spremberg","FRA",6630,0,0,0,0,0,0,34,241,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
117,"Demmin","STE",440,0,0,0,0,0,3,391,3,2,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
118,"Anclam","STE",0,0,0,0,0,0,0,168,4,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
119,"Usedom-Wollin","STE",0,0,0,0,0,0,0,60,0,0,0,0,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,"Uckermünde","STE",0,0,0,0,0,0,2,115,1,2,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
121,"Randow","STE",0,0,0,0,0,0,0,3,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,16,40,0,0,0,0,0,0,2,17,7,88,1,13,1,6,0,0,10,435,0,0,27,1431,16,119,0,0,0,0,0,0,0,0,0,0,0,0,0,15
122,"Greiffenhagen","STE",0,0,0,0,0,0,7,81,29,0,0,0,2054,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,64,13,2,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
123,"Pyritz","STE",0,0,0,0,0,0,2,25,4,0,0,0,2991,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
124,"Saazig","STE",0,0,0,0,0,0,0,39,4,0,0,0,4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
125,"Naugardt","STE",1320,320,0,0,0,0,43,76,13,0,0,0,3806,28,0,0,0,0,5,0,40,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,"Cammin","STE",0,0,0,0,0,0,0,1,0,0,0,0,3594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,"Greiffenberg","STE",0,0,0,0,0,0,0,14,1,0,0,0,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
128,"Regenwalde","STE",2,0,0,0,0,0,0,20,4,0,0,3,3395,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,"Schiefelbein","KOS",480,30,0,0,0,0,0,12,0,0,0,0,1036,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"Dramburg","KOS",3700,0,0,0,0,0,2,27,226,0,0,0,1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
131,"Neustettin","KOS",460,1260,0,0,0,0,4,23,81,0,0,0,3160,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
132,"Belgard","KOS",960,0,0,0,0,0,0,17,12,0,0,0,2736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,"Fürstenthum","KOS",0,0,0,0,0,0,1,33,2,0,0,0,6135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,14
134,"Schlawe","KOS",0,80,0,0,0,0,0,19,3,0,0,0,3600,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
135,"Rummelsburg","KOS",0,390,0,0,0,0,0,18,182,0,0,0,944,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,"Stolpe","KOS",17,40,0,0,0,0,2,89,5,0,3,0,3256,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
137,"Lauenburg","KOS",181,0,0,0,0,0,2,17,3,0,0,0,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
138,"Bütow","KOS",0,0,0,0,0,0,0,3,7,0,0,0,573,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
139,"Rügen","STR",0,0,0,0,0,0,0,74,3,1,0,0,82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
