kreiskey1886,county,rb,yie1886_hec_wwh_gra,yie1886_hec_wwh_str,yie1886_hec_swh_gra,yie1886_hec_swh_str,yie1886_hec_wsp_gra,yie1886_hec_wsp_str,yie1886_hec_ssp_gra,yie1886_hec_ssp_str,yie1886_hec_wei_gra,yie1886_hec_wei_str,yie1886_hec_sei_gra,yie1886_hec_sei_str,yie1886_hec_wry_gra,yie1886_hec_wry_str,yie1886_hec_sry_gra,yie1886_hec_sry_str,yie1886_hec_wba_gra,yie1886_hec_wba_str,yie1886_hec_sba_gra,yie1886_hec_sba_str,yie1886_hec_oat_gra,yie1886_hec_oat_str,yie1886_hec_buc_gra,yie1886_hec_buc_str,yie1886_hec_pea_fru,yie1886_hec_pea_str,yie1886_hec_fbe_fru,yie1886_hec_fbe_str,yie1886_hec_vet_fru,yie1886_hec_vet_str,yie1886_hec_lup_fru,yie1886_hec_lup_str,yie1886_hec_pot_tub,yie1886_hec_pot_dis,yie1886_hec_bee_roo,yie1886_hec_car_roo,yie1886_hec_tur_roo,yie1886_hec_rut_roo,yie1886_hec_wra_gra,yie1886_hec_sra_gra,yie1886_hec_hop_con,yie1886_hec_clo_hay,yie1886_hec_luc_hay,yie1886_hec_sai_hay,yie1886_hec_oth_hay,yie1886_hec_clo_see,yie1886_hec_hay_tot,yie1886_hec_whi_hec,yie1886_tot_wwh_gra,yie1886_tot_wwh_str,yie1886_tot_swh_gra,yie1886_tot_swh_str,yie1886_tot_wsp_gra,yie1886_tot_wsp_str,yie1886_tot_ssp_gra,yie1886_tot_ssp_str,yie1886_tot_wei_gra,yie1886_tot_wei_str,yie1886_tot_sei_gra,yie1886_tot_sei_str,yie1886_tot_wry_gra,yie1886_tot_wry_str,yie1886_tot_sry_gra,yie1886_tot_sry_str,yie1886_tot_wba_gra,yie1886_tot_wba_str,yie1886_tot_sba_gra,yie1886_tot_sba_str,yie1886_tot_oat_gra,yie1886_tot_oat_str,yie1886_tot_buc_gra,yie1886_tot_buc_str,yie1886_tot_pea_fru,yie1886_tot_pea_str,yie1886_tot_fbe_fru,yie1886_tot_fbe_str,yie1886_tot_vet_fru,yie1886_tot_vet_str,yie1886_tot_lup_fru,yie1886_tot_lup_str,yie1886_tot_pot_tub,yie1886_tot_pot_dis,yie1886_tot_bee_roo,yie1886_tot_car_roo,yie1886_tot_tur_roo,yie1886_tot_rut_roo,yie1886_tot_wra_gra,yie1886_tot_sra_gra,yie1886_tot_hop_con,yie1886_tot_clo_hay,yie1886_tot_luc_hay,yie1886_tot_sai_hay,yie1886_tot_oth_hay,yie1886_tot_clo_see,yie1886_tot_hay_tot,yie1886_tot_whi_hec,_merge
480,"WIPPERFURTH","KOL",11,19.4,12.09,19,0,0,0,0,0,0,0,0,12.89,21.44,0,0,0,0,11,15.5,17.17,24.83,7,17,9.75,15.5,0,0,8.3,18.57,0,0,99.44,0,84.78,80.57,56.25,85,0,0,0,22.67,0,0,32.5,1.68,26.44,0,351,619,70,110,0,0,0,0,0,0,0,0,29111,48420,0,0,0,0,218,307,77631,112264,91,264,72,115,0,0,491,1827,0,0,193341,4415,5367,2063,43504,16193,0,0,0,50146,0,0,358,68,59530,0,"matched (3)"
481,"WALDBROL","KOL",13.8,16,10,13,0,0,0,0,0,0,0,0,10.17,15.5,8,15,0,0,11.17,11.83,15.67,15.33,7.2,9.8,9.67,7.25,6,5.5,9.83,13.33,0,0,86.67,0,105,37.75,19.5,80.67,9.75,6,0,38.5,0,0,29,2.5,31.17,0,421,488,65,84,0,0,0,0,0,0,0,0,19072,29067,64,120,0,0,459,486,58568,57297,1446,1968,353,265,6,6,172,660,0,0,160504,4351,5733,306,5577,18336,146,43,0,53657,0,0,670,9,73571,0,"matched (3)"
482,"GUMMERSBACH","KOL",13,17.75,9,12.5,0,0,0,0,0,0,0,0,11.18,15.32,7.9,11.25,0,0,10.95,11.75,15.5,21.05,5.79,8,6.24,6.92,4,3,8.63,15.6,0,0,100.45,0,104.3,36.88,33.14,117.73,8,6,0,22.18,0,0,13.88,2.5,27.27,0,893,1219,54,75,0,0,0,0,0,0,0,0,17076,23400,253,360,0,0,1125,1207,63655,86448,680,939,79,88,11,8,785,2490,0,0,205440,13983,6863,1309,2330,27549,64,30,0,39611,0,0,637,225,74373,0,"matched (3)"
483,"SIEGKREIS","KOL",11.57,17.55,10.48,14.11,0,0,0,0,0,0,10,20,11.53,18.97,12,25,15.38,14.58,11.93,11.47,16.58,18.74,9.8,10.47,10.23,11.65,10.96,14.36,9.83,14.22,11.83,12.17,98,0,152.18,81.72,53.04,89.99,10.3,8,0,27.91,30.88,20,19.29,2.75,22.76,9.45,39042,59221,3328,4481,0,0,0,0,0,0,10,20,88002,144787,42,88,515,488,5709,5488,145639,164949,1666,1780,1966,2239,357,468,3191,11241,21,22,496458,10427,97365,22277,153424,29157,1124,96,0,131677,9687,260,2394,521,112316,2047,"matched (3)"
484,"MULHEIM","KOL",15.5,21.58,14.2,19.33,0,0,0,0,0,0,0,0,13.39,22.12,8.8,20.7,15.54,19.24,12.38,9.98,19.14,22.54,11,12.6,11.2,12.8,17,10,10.92,15.64,8,15.67,130,0,247.44,129.89,61.38,144.13,11.63,0,0,41.8,48.1,0,28.2,1.2,32.5,0,27384,38125,1478,2012,0,0,0,0,0,0,0,0,56480,93304,75,176,606,750,349,281,69804,82203,2265,2594,358,410,340,200,1056,2839,64,204,309166,2197,98432,34629,112896,10176,191,0,0,110691,22540,0,1063,315,56274,0,"matched (3)"
485,"KOLN","KOL",20,16,0,0,0,0,0,0,0,0,0,0,16,20,0,0,0,0,20,15,24,26,0,0,12,0,20,0,0,0,0,0,120,0,320,110,0,180,0,0,0,0,90,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,64,80,0,0,0,0,20,15,24,26,0,0,24,0,140,0,0,0,0,0,7200,0,1600,55,0,1080,0,0,0,0,450,0,0,0,0,0,"matched (3)"
486,"KOLN","KOL",18.95,20.65,16.03,15.88,0,0,0,0,0,0,0,0,16.32,20.9,0,0,18.55,16.8,21,15.15,22.53,22.11,14.57,15.8,14.3,10.68,17.6,17.2,16.08,22.7,12.9,17.03,118.08,0,284.78,161.07,61.32,154.35,11.51,0,0,27.78,36.29,0,22.06,1.5,26.89,0,86825,94614,32946,32638,0,0,0,0,0,0,0,0,91697,117431,0,0,1701,1541,11611,8376,124855,123235,2618,2923,406,303,334,327,2629,7695,50,955,315498,6719,270740,25610,141324,10805,4226,0,0,105164,64680,0,5374,57,7863,0,"matched (3)"
487,"BERGHEIM","KOL",20.23,25.25,14.81,16.62,0,0,0,0,0,0,0,0,18.51,28.32,0,0,24.03,21.77,17.83,14.81,23.2,20.98,14.89,10.78,11.35,10.55,15.13,15.94,11.93,17.19,0,0,137.96,0,230.05,161.58,75.69,215.27,14.81,7,0,27.61,32.76,0,29.32,3.34,30.15,0,76227,95142,43087,48353,0,0,0,0,0,0,0,0,88519,135432,0,0,7125,6455,4513,3748,115125,104499,2518,1871,427,397,1186,1408,459,1882,0,0,191668,1228,111643,11521,124200,12572,1868,25,0,98932,12393,0,1583,357,62893,0,"matched (3)"
488,"EUSKIRCHEN","KOL",18.28,21.9,13.42,16.42,0,0,0,0,0,0,0,0,14.04,21.23,12,25,15.25,16.06,15.84,15.27,16.12,19.98,9.36,10.34,11.43,9.5,11.15,13.57,10.29,11.61,0,0,97.04,0,169.87,67.58,41.17,104.78,9.88,11,0,20.99,27.31,17.31,29.98,2.16,25.5,0,88912,106519,10898,13335,0,0,0,0,0,0,0,0,77586,117319,12,25,232,244,8508,8202,81235,100735,259,431,565,469,176,214,3598,4673,0,0,227316,582,89488,4264,97198,4223,638,24,0,62470,12268,1418,2042,316,54657,0,"matched (3)"
489,"RHEINBACH","KOL",15.13,16.19,13.4,12.73,0,0,0,0,0,0,0,0,12.67,16.96,5,7.9,6.5,7.6,14.84,10.38,16.8,14.18,6.36,7.15,10.12,7.23,9.5,5,9.02,8.67,0,0,87.89,0,184.86,45.86,53.24,71.24,9.61,5,0,15.88,26.52,9.83,19.36,1.45,19.42,0,51825,55456,7755,7367,0,0,0,0,0,0,0,0,48886,65438,50,79,26,30,9306,6509,59055,49952,693,779,960,686,116,61,870,1086,0,0,159301,79,87051,3343,54204,11213,407,4,0,35358,3745,195,2534,146,45524,0,"matched (3)"
490,"BONN","KOL",16.48,17.29,13.05,11.95,0,0,0,0,0,0,0,0,13.9,17.98,7.9,12.5,19.66,22.3,11.58,8.73,17.77,16.45,6.5,9.13,9.97,8.26,9.48,7.79,9.85,12.29,10,8,111.02,0,201.92,68.72,33.76,77.98,16.17,0,5.7,27.38,36.05,39.55,18.88,2.07,20.04,9.5,40518,42509,5114,4683,0,0,0,0,0,0,0,0,55419,71686,12,19,210,239,1533,1156,41616,38804,52,152,600,497,135,111,640,1641,122,98,232098,877,135832,5958,45687,2519,1032,0,6,43707,23721,79,2152,93,14373,680,"matched (3)"
491,"DAUN","TRI",5.04,9.06,5.82,8.76,5.34,8.27,0,0,0,0,2.9,4,5.63,9.81,4.38,8.94,5.84,7.37,6.14,7.33,8.86,11.14,5.32,5.23,5.76,5.68,4.95,4.9,3.99,6.01,0,0,35.95,0,35.05,24.83,41.5,36.34,3.58,2.96,0,16.63,9.33,15.7,13.76,1.34,14.33,0,1920,3451,562,845,6957,10774,0,0,0,0,44,60,17155,29891,1536,3134,588,741,2005,2394,52213,65727,2395,2355,1520,1499,47,51,106,230,0,0,97198,108,3614,1495,768,22611,60,90,0,22944,2092,958,5124,100,87525,0,"matched (3)"
