kreiskey1886,county,rb,yie1886_hec_wwh_gra,yie1886_hec_wwh_str,yie1886_hec_swh_gra,yie1886_hec_swh_str,yie1886_hec_wsp_gra,yie1886_hec_wsp_str,yie1886_hec_ssp_gra,yie1886_hec_ssp_str,yie1886_hec_wei_gra,yie1886_hec_wei_str,yie1886_hec_sei_gra,yie1886_hec_sei_str,yie1886_hec_wry_gra,yie1886_hec_wry_str,yie1886_hec_sry_gra,yie1886_hec_sry_str,yie1886_hec_wba_gra,yie1886_hec_wba_str,yie1886_hec_sba_gra,yie1886_hec_sba_str,yie1886_hec_oat_gra,yie1886_hec_oat_str,yie1886_hec_buc_gra,yie1886_hec_buc_str,yie1886_hec_pea_fru,yie1886_hec_pea_str,yie1886_hec_fbe_fru,yie1886_hec_fbe_str,yie1886_hec_vet_fru,yie1886_hec_vet_str,yie1886_hec_lup_fru,yie1886_hec_lup_str,yie1886_hec_pot_tub,yie1886_hec_pot_dis,yie1886_hec_bee_roo,yie1886_hec_car_roo,yie1886_hec_tur_roo,yie1886_hec_rut_roo,yie1886_hec_wra_gra,yie1886_hec_sra_gra,yie1886_hec_hop_con,yie1886_hec_clo_hay,yie1886_hec_luc_hay,yie1886_hec_sai_hay,yie1886_hec_oth_hay,yie1886_hec_clo_see,yie1886_hec_hay_tot,yie1886_hec_whi_hec,yie1886_tot_wwh_gra,yie1886_tot_wwh_str,yie1886_tot_swh_gra,yie1886_tot_swh_str,yie1886_tot_wsp_gra,yie1886_tot_wsp_str,yie1886_tot_ssp_gra,yie1886_tot_ssp_str,yie1886_tot_wei_gra,yie1886_tot_wei_str,yie1886_tot_sei_gra,yie1886_tot_sei_str,yie1886_tot_wry_gra,yie1886_tot_wry_str,yie1886_tot_sry_gra,yie1886_tot_sry_str,yie1886_tot_wba_gra,yie1886_tot_wba_str,yie1886_tot_sba_gra,yie1886_tot_sba_str,yie1886_tot_oat_gra,yie1886_tot_oat_str,yie1886_tot_buc_gra,yie1886_tot_buc_str,yie1886_tot_pea_fru,yie1886_tot_pea_str,yie1886_tot_fbe_fru,yie1886_tot_fbe_str,yie1886_tot_vet_fru,yie1886_tot_vet_str,yie1886_tot_lup_fru,yie1886_tot_lup_str,yie1886_tot_pot_tub,yie1886_tot_pot_dis,yie1886_tot_bee_roo,yie1886_tot_car_roo,yie1886_tot_tur_roo,yie1886_tot_rut_roo,yie1886_tot_wra_gra,yie1886_tot_sra_gra,yie1886_tot_hop_con,yie1886_tot_clo_hay,yie1886_tot_luc_hay,yie1886_tot_sai_hay,yie1886_tot_oth_hay,yie1886_tot_clo_see,yie1886_tot_hay_tot,yie1886_tot_whi_hec,_merge
127,"GRIMMEN","STR",17.4,25.16,12,17.83,0,0,0,0,0,0,0,0,14.92,23.29,8.65,14.32,15.45,14.75,13.44,15.96,14.54,18,6,12.83,9.1,16.97,10.55,16.37,8.76,16.25,8.82,18.21,89.17,0,144.22,143.31,82.3,152.83,11.52,0,0,20.43,23.83,0,13.11,4.1,17.24,0,69228,100102,931,1384,0,0,0,0,0,0,0,0,170377,265958,3186,5274,556,531,50666,60166,138040,170960,115,336,25703,47932,7353,11410,5503,11635,2348,5002,169066,544,40122,3841,206,58488,4016,0,0,147817,777,0,20823,4,194738,0,"matched (3)"
128,"WRESCHEN","POS",7.87,14.38,11.6,34.2,0,0,0,0,0,0,0,0,7.91,14.01,6.73,13,8,8,8.92,11.89,8.5,13.07,3.91,7.13,4.29,9.14,5.6,30.5,6.56,11.94,8.56,14.97,93.53,0,112.62,123.77,112.58,66.33,6.45,5.35,4,16.83,29.4,0,18.23,1.63,18.72,0,34328,62724,775,2285,0,0,0,0,0,0,0,0,108244,191720,269,520,16,16,29401,39191,38327,58933,1396,2545,7477,15931,56,305,5644,12138,10209,17853,564865,5818,36545,11597,15930,3310,1539,45,4,51668,4645,0,9080,496,61344,0,"matched (3)"
129,"PLESCHEN","POS",7.86,13.74,7.07,12.06,0,0,0,0,0,0,0,0,7.49,13.48,5.12,10.14,10.3,15.25,7.25,10.43,8.29,12.48,2.65,4.47,4.25,8.64,6.73,8.96,5.92,11.23,6.4,13.55,72.69,0,82.89,101.77,34.64,44.31,8.74,9.2,6,15.93,32.08,0,17.46,1.48,18.17,0,41298,72193,1191,2032,0,0,0,0,0,0,0,0,144315,259729,604,1196,24,35,27147,39054,68743,103488,1103,1861,6417,13045,174,232,5092,11323,8747,19325,755547,3627,37301,22420,239,5530,1879,63,8,64125,4148,0,26326,614,102052,0,"matched (3)"
130,"SCHRODA","POS",7.8,13.76,9.05,16.53,0,0,0,0,0,0,0,0,7.91,13.23,5.85,12.15,6.5,7.75,8.74,11.84,8.17,11.79,3.93,6,4.05,7.98,11,10.75,5.04,8.83,8.07,13.13,88.55,0,110.42,110.01,45.5,66.91,8.42,5.91,3.1,15.82,25.56,0,16.26,1.43,16.09,0,40778,71937,862,1575,0,0,0,0,0,0,0,0,158888,265751,213,442,314,374,36535,49494,50896,73447,1650,2555,7577,14930,132,129,6438,14190,10773,18424,820478,26361,59019,14224,373,5734,894,28,13,65468,4102,0,19289,492,103119,0,"matched (3)"
131,"SCHRIMM","POS",7.75,13.29,7.5,16,0,0,0,0,0,0,0,0,7.56,12.58,4.3,8.63,8.2,14.18,6.97,9.72,7.32,10.94,3.35,5.52,3.39,7.09,5.19,8.59,4.27,6.94,5.72,8.99,75.48,0,90.04,75.67,28.23,39.3,6.01,2.43,4.75,18.05,25.69,0,17.23,2.52,20.45,0,26274,45056,263,594,0,0,0,0,0,0,0,0,140808,234308,1039,2111,1548,2677,25809,36090,31160,46794,1390,2376,6245,13061,61,101,3023,5251,9073,15011,729552,1585,51926,15014,488,2763,1378,45,27,52609,3275,0,17847,1102,155076,0,"matched (3)"
132,"KOSTEN","POS",9.07,16.02,14,20,0,0,0,0,0,0,0,0,8.4,14.64,4.84,9.67,8,9.2,8.8,11.79,8.65,12.21,4.58,7.06,3.33,8.72,8.14,14.71,4.88,8.75,7.3,12.23,89.58,0,108.83,103.48,30,53,9.65,4,4.84,20.12,29.74,0,15.58,1.6,21.24,0,46412,81976,8,112,0,0,0,0,0,0,0,0,187158,326189,823,1935,701,806,41351,55637,41301,58385,757,1166,10280,26920,164,297,6048,12135,7469,12552,973869,5079,93197,23066,2349,5374,4333,50,39,87983,7819,0,23172,1081,316072,0,"matched (3)"
133,"BUK","POS",9.66,16.61,2.5,5,0,0,2.5,3.5,0,0,0,0,7.88,14.52,6.87,9.32,7,7,7.74,9.71,7.17,9.84,3.35,5.14,2.57,5.97,10.62,7.33,4.44,7.29,7.34,10.38,87.24,0,96.83,99.76,60,73.67,11.41,12.25,2.76,16.17,26.72,0,15.68,1.74,16.39,0,24138,41505,8,16,0,0,3,4,0,0,0,0,152341,280709,1123,1524,302,302,20814,26112,33173,45527,878,1349,4429,10289,36,63,2815,4916,10606,15634,915645,9029,49306,9198,2040,2542,1479,32,2121,59358,3653,0,23272,563,102095,0,"matched (3)"
134,"POSEN  STADTKREIS","POS",0,0,0,0,0,0,0,0,0,0,0,0,9,18,6,12,0,0,12,19,11,18,0,0,6.5,13,0,0,0,19.5,0,0,72.5,0,110,80,0,140,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,90,180,26,52,0,0,72,114,28,45,0,0,3,7,0,0,0,8,0,0,1711,109,198,40,0,42,0,0,0,0,0,0,0,0,2463,0,"matched (3)"
135,"POSEN LANDKREIS","POS",9.53,17.93,12,18,0,0,0,0,0,0,0,0,9.16,16.58,4.53,11.58,10,11,8.96,12.13,8.44,12.22,2.84,5.39,4.03,9.15,2,4,4.79,10.1,7.57,12.57,95.98,0,113.94,100.07,13,86.84,7.35,3.68,2.9,16.82,22.98,26,14.89,1.59,19.07,0,27490,51721,144,216,0,0,0,0,0,0,0,0,215492,390049,2355,6038,331,364,47682,64551,25749,37342,609,1254,10168,23086,5,10,3082,7772,12757,22579,1223774,2361,68991,12569,274,13851,856,64,8,78869,10150,356,30425,415,109996,0,"matched (3)"
136,"OBORNIK","POS",10.65,20.13,9.73,17.4,0,0,0,0,0,0,0,0,8.74,17.85,4.79,11.93,9.2,16.87,8.67,12.64,7.86,13.28,3.34,6.45,4.77,9.62,20,40,5.4,11.44,6.58,13.92,102.32,0,124.58,118.59,34,85.87,10.36,0,3.17,22.3,37.03,0,20.29,2.17,20.02,0,21951,41490,175,313,0,0,0,0,0,0,0,0,167282,341645,1616,4024,333,611,36318,53073,35347,59853,872,1691,7309,14740,362,724,2492,6135,10900,24935,1018166,1074,45210,5906,843,18136,787,0,8,94039,7147,0,37940,792,170002,0,"matched (3)"
137,"SAMTER","POS",10.63,16.88,16,20.5,0,0,0,0,0,0,0,0,8.17,14.24,4.8,10.82,3.4,5.5,8.12,10.46,6.79,9.72,2.65,4.33,3.53,7.18,4.65,10,4.23,7.05,5.71,9.07,83.31,0,93.32,116.1,0,31.33,7.81,0,3.89,14.67,24.47,0,11.61,2.09,15.57,0,37603,59711,48,62,0,0,0,0,0,0,0,0,140103,244195,209,471,7,11,31732,40908,28638,41024,297,505,6500,13222,38,81,2175,3971,3882,6748,870623,5748,42050,7372,0,1325,442,0,150,56298,6247,0,17186,586,96095,0,"matched (3)"
138,"BIRNBAUM","POS",10.5,17.15,0,0,0,0,0,0,0,0,0,0,8.05,14.79,5.3,11.43,16,15,8.59,11.52,7.42,11.57,3.91,7.27,4.38,9.89,0,0,5.32,9.8,6.53,12.15,93.97,0,103.19,102.99,52.65,93.97,9.51,2.5,3.66,19.22,23.12,7.5,15.07,1.59,17.55,0,6427,10498,0,0,0,0,0,0,0,0,0,0,141803,260530,3286,7087,200,188,19203,25753,27278,42796,569,1086,11399,25738,0,0,2885,6879,7445,13866,874184,949,39192,4356,1143,8335,756,9,140,50147,3426,14,28883,169,111235,0,"matched (3)"
139,"MESERITZ","POS",7.96,16.71,11,16,0,0,0,0,0,0,0,0,6.52,14.65,4.49,9.11,6.75,16,6.79,10.67,6.7,10.76,2.97,6.27,3.46,6.83,5.66,7.95,4.77,8.07,5.04,10.23,75.9,0,79.8,56.06,27.4,50.64,9.02,4.87,4.12,15.71,26.02,0,15.38,1.85,15.71,4,5461,11463,17,24,0,0,0,0,0,0,0,0,124986,280836,1368,2775,709,1680,16307,25689,23709,38076,756,1646,6751,13327,17,24,3476,6139,9621,19938,690477,1404,37530,3134,4480,2613,513,12,2414,25832,2688,0,26990,224,120753,7,"matched (3)"
140,"BOMST","POS",7.38,12.35,4.2,7,0,0,3.23,5.93,0,0,0,0,6.06,11.88,5.25,10.91,3.93,5.08,5.87,7.54,5.85,8.15,2.28,3.47,2.64,5.52,4.53,2.24,3.65,5.78,5.33,7.51,71.77,0,67.37,56.66,19.85,41.23,8.29,0,2.91,17.87,16.7,0,13.3,1.68,11.42,6.91,5503,9208,39,65,0,0,5,10,0,0,0,0,130294,255427,645,1450,150,194,6765,8690,18210,25370,712,1096,5334,11152,152,75,1239,1962,10721,15721,712066,4859,37734,6476,3305,1732,444,0,1775,15731,620,0,7949,129,148507,835,"matched (3)"
141,"FRAUSTADT","POS",9.15,16.1,10.29,13,0,0,0,0,0,0,0,0,7.51,14.55,4.84,10.13,5.1,6.28,8.2,11.15,8.73,12.91,3.95,5.11,3.49,7.01,6,8,5.64,8.27,6.75,11,97.47,0,117.54,111.37,28.08,91.61,9.39,0,10,14.91,23.63,4.67,10.18,1.3,17.59,0,24880,43778,340,429,0,0,0,0,0,0,0,0,165138,319941,1343,3013,258,317,23183,31536,34663,51277,672,906,5049,10142,101,135,3406,5572,9677,16300,895067,1072,83242,22508,8761,35233,1143,0,40,44083,1335,15,13312,401,187166,0,"matched (3)"
142,"KRÖBEN","POS",8.4,15.68,9.6,16.93,0,0,0,0,0,0,0,0,7.31,14.21,5,7.5,10.57,15.23,8.02,10.89,9.9,14.72,5.78,10.02,5.7,10.56,11.59,16.79,6.76,11.64,7.45,13.24,79.46,0,117.66,111.21,78.76,63.34,8.36,6,5.6,21.27,34.42,0,19.33,1.4,21.1,0,57139,106660,3613,6372,0,0,0,0,0,0,0,0,136484,265313,307,460,221,318,33743,46308,80165,119195,1752,3139,7551,13989,210,304,7653,14906,8201,16990,657452,1549,116154,35020,19808,8234,3454,9,9,101084,7889,0,19063,573,181707,0,"matched (3)"
143,"KROTOSCHIN","POS",8.11,13.17,7.97,12.68,0,0,0,0,0,0,0,0,7.24,13.08,3.94,7.74,11.8,13,7.13,9.67,8.51,12.41,2.53,4.21,4.31,8.15,0,0,5.2,9.51,5.34,8.2,61.21,0,108.13,95.54,49.64,47.33,8,0,3,17.22,26.88,0,16.48,1.44,17.89,0,58628,95207,3762,5985,0,0,0,0,0,0,0,0,108754,196479,334,656,181,199,22658,30779,89695,130839,370,708,6641,12558,0,0,4237,9214,2549,4203,490170,3813,60337,18669,2110,4534,1104,0,11,85268,2489,0,24643,584,82138,0,"matched (3)"
144,"ADELNAU","POS",7.55,15.15,8.43,15.4,0,0,0,0,0,0,0,0,6.45,13.63,4.5,6.89,8,10,7.11,9.65,7.88,11.7,3.59,6.26,4.56,8.41,4.09,2.91,6.25,11.26,7.53,11.26,68.9,0,77.21,77.55,19.85,36.09,9.09,2,0,15.62,16.1,0,18.97,1.25,17.98,0,13808,27708,288,527,0,0,0,0,0,0,0,0,117436,248164,579,887,72,90,15180,20603,41642,61829,1483,2587,4326,7978,59,42,2256,5935,13699,20822,556746,4823,23263,10361,222,5583,1490,17,0,29698,308,0,14992,205,203886,0,"matched (3)"
145,"SCHILDBERG","POS",8.31,16.81,8.5,18.5,0,0,0,0,0,0,0,0,6.43,12.13,4.28,8.39,3.6,4.99,6.88,10.26,7.93,12.67,3.53,5.62,4.19,8.18,7.05,13.5,6.62,13.96,6.25,11.85,59.05,0,68.49,80.38,28.93,43.66,9.69,0,0,16.87,0,0,16.13,1.03,15.93,0,11387,23035,22,48,0,0,0,0,0,0,0,0,140768,265555,806,1647,375,520,10915,16308,40651,64987,2915,4703,2155,4208,16,31,1875,4770,27866,53159,651375,803,34416,17595,949,6994,1587,0,0,25755,0,0,32065,336,141073,0,"matched (3)"
146,"CZARNIKAU","BRO",10.99,18.24,18,25,0,0,0,0,0,0,0,0,6.45,11.12,4.05,7.46,7.15,11,6.76,9.04,6.11,8.51,2.92,4.2,3.63,6.44,5.1,8,3.91,7.98,4.33,7.77,66.05,0,71.72,50,26.67,58.49,7.4,6,6.11,18.77,26.73,20,15.9,2.04,20.52,0,3720,6594,193,268,0,0,0,0,0,0,0,0,126835,218667,3815,7116,7,11,14559,19469,26041,36287,1691,2433,3499,6207,32,49,832,1747,4191,7773,684621,4201,36161,2455,163,16102,342,12,187,35083,1673,12,12990,204,315046,0,"matched (3)"
147,"KOLMAR","BRO",10.71,18.87,0,0,0,0,0,0,0,0,0,0,8.02,13.94,5.02,9.22,4.8,6.5,8.15,11.15,7.42,10.52,3.38,4.94,5.21,8.51,14.76,20.94,4.61,7.64,5.57,9.05,84.11,0,90.27,77.59,0,61.73,12.4,0,2.78,19.72,32.78,0,17.75,1.04,17.76,0,5643,9943,0,0,0,0,0,0,0,0,0,0,131120,227906,3971,7293,40,55,18166,25955,28192,39971,1163,1700,5896,9630,483,685,1158,2320,6614,10803,707037,177,56879,3026,0,23420,37,0,51,38827,1469,0,17857,101,218816,0,"matched (3)"
148,"WIRSITZ","BRO",13,20.48,14.97,20.88,0,0,0,0,0,0,0,0,10.9,19.04,6,11.36,8.08,10.25,10.33,13.51,9.99,13.98,4.59,7.36,5.81,11.02,0,0,6.13,10.94,9.86,14.79,101.44,0,107.68,91.1,60,86.59,9.54,0,7,20.5,30.39,0,17.27,1.75,20.01,0,46621,73445,1213,1691,0,0,0,0,0,0,0,0,234702,409975,2000,3787,361,458,46609,61160,62419,87369,636,1019,18071,34276,0,0,4520,10397,8478,13113,1063771,1704,48962,5767,108,46923,992,0,14,111969,5349,0,23017,401,310011,0,"matched (3)"
149,"BROMBERG","BRO",13,15,0,0,0,0,0,0,0,0,0,0,10,12,9,11,0,0,12,14,13,12,0,0,0,0,0,0,0,0,0,0,120,0,150,0,0,140,0,0,0,30,0,0,20,0,24,0,26,30,0,0,0,0,0,0,0,0,0,0,600,720,270,330,0,0,240,280,26,24,0,0,0,0,0,0,0,0,0,0,10800,0,1050,0,0,140,0,0,0,240,0,0,200,0,12024,0,"matched (3)"
150,"BROMBERG","BRO",12.34,16.57,7.25,12.5,0,0,0,0,0,0,0,0,8.98,14.57,5.66,10.02,12.27,14.04,9.37,12.21,8.67,11.78,3.6,4.99,4.75,9.06,7,12.5,5.1,9.63,8.06,13.58,68.49,0,87.21,68.41,31.74,67.74,8.86,0,4,19.48,21.62,0,17.1,1.89,18.51,0,36757,49357,33,56,0,0,0,0,0,0,0,0,193212,313485,3342,5922,1245,1425,28539,37189,33666,45860,1713,2375,19731,37633,21,38,3941,11449,7011,12320,623396,1212,52806,7990,1857,32583,115,0,46,108295,4173,0,10857,464,147403,0,"matched (3)"
151,"SCHUBIN","BRO",11.02,20.25,0,0,0,0,0,0,0,0,0,0,8.88,16.38,4.69,9.57,7.59,14.07,8.48,11.74,8.09,12.55,3.4,4.49,5.92,10.46,10.67,14.33,5.96,11.34,7.26,11.71,73.96,0,100.98,71.13,20.86,69.48,9.83,4.9,4.8,18.76,27.48,0,15.43,1.95,19.78,0,43393,79738,0,0,0,0,0,0,0,0,0,0,176007,324661,1556,3174,549,1017,23812,32989,38450,59710,1210,1598,19874,35115,53,72,7469,19106,6988,12277,740036,12928,63941,7426,463,14758,823,8,1,92102,7071,0,9624,610,245266,0,"matched (3)"
152,"INOWRAZLAW","BRO",13.85,18.98,12.91,19.98,0,0,0,0,0,0,0,0,11.24,18.61,5.97,10.35,11.8,17,13.24,16.23,12.48,16.74,7.25,9.76,9.51,14.19,14.74,17.19,10.2,15.98,10.3,18.07,103.44,0,165.43,133.52,48,68.27,12.11,5,0,20.2,24.29,30,16.89,1.93,19.69,0,117386,160865,413,639,0,0,0,0,0,0,0,0,145361,240674,822,1487,454,655,63385,77700,42680,57405,1906,2600,33651,50211,1284,1557,13110,35265,4142,7768,583753,8658,262289,29308,888,2635,1965,14,0,81592,9425,33,13139,830,124336,0,"matched (3)"
153,"STRELNO","BRO",10.94,14.21,13.6,16.55,0,0,0,0,0,0,0,0,10.03,17.27,0,0,10,11,11.17,13.23,10.02,13.88,3.23,6,6.16,12.38,12.93,23.64,6.96,12.52,8.49,13.11,78.25,0,134.13,127.71,100,71.9,5.41,2,0,17.59,22.42,0,21.92,1.65,18.28,0,63309,82231,64,243,0,0,0,0,0,0,0,0,88468,152327,0,0,60,66,31248,37011,34340,47568,135,250,16964,34093,967,1768,5732,14860,3229,5585,285354,2363,42868,13665,3000,3149,1084,3,0,48001,5742,0,8281,133,64210,0,"matched (3)"
154,"MOGILNO","BRO",9.76,14.15,5.6,11.65,0,0,0,0,0,0,0,0,8.76,14.42,6.06,11.1,11.77,10.07,8.41,10.09,8.84,11.6,3.22,4.53,6.46,9.2,9,20,6.37,9.73,7.71,11.84,81.54,0,94.84,93.44,66.67,69.21,7.96,4.96,4,16.65,25.54,40,20.31,1.48,19.2,0,50461,73158,578,1202,0,0,0,0,0,0,0,0,163356,268903,302,554,1318,1128,25269,30321,38907,51063,357,503,27286,38859,33,74,7876,14847,7725,12644,691639,1313,54533,10615,1087,17946,734,139,8,85376,9973,160,7214,375,120816,0,"matched (3)"
155,"GNESEN","BRO",7.76,13.03,4.33,10.75,0,0,0,0,0,0,0,0,7,12.4,6.11,8,4.58,7.66,7.87,11.01,8.67,12.98,3.53,5.76,4.68,8.96,6.35,10.9,6.52,10.96,7.8,12.85,72.36,0,86.2,88.92,48.75,51.5,5.94,4.1,0,15.42,22.91,0,16.16,1.42,15.77,0,46872,78704,191,473,0,0,0,0,0,0,0,0,153653,272185,726,983,164,275,28804,40297,68066,101903,1494,2473,14265,27311,250,429,9655,19904,12964,21980,669554,2381,55315,15508,512,8467,1414,22,0,71917,5061,0,17946,611,92169,0,"matched (3)"
156,"WONGROWITZ","BRO",8.61,18.41,10.5,22.5,0,0,0,0,0,0,0,0,8.39,17.41,5.19,11.83,8.75,13.85,8.16,13.03,8.54,14.97,3.85,7.54,5.54,12.12,8.5,16.1,5.85,13.26,7.26,13.58,93.43,0,118.3,123.79,41.2,83.46,7.11,0,3,17.06,25.98,0,16.19,2.02,17.88,0,48055,102752,89,191,0,0,0,0,0,0,0,0,210517,436841,3047,6945,80,126,40840,65214,76514,134344,1003,2002,22795,49869,177,335,9186,26153,14040,27160,980062,934,67679,11946,1005,18745,2033,0,2,96114,7459,0,18230,1025,191169,0,"matched (3)"
157,"NAMSLAU","BRE",11.48,22.07,10.26,17.25,0,0,0,0,0,0,0,0,8.99,17.92,4.99,8.43,0,0,11.34,13.77,13.2,17.74,4.35,10.93,7.17,11.35,14.25,17,8.51,12.93,7.55,11.7,101.11,0,141.8,149.59,26.88,136,13.45,0,0,20.97,0,0,19.4,1.4,24.16,0,21712,41741,998,1678,0,0,0,0,0,0,0,0,107849,214979,846,1563,0,0,23001,27930,71813,96571,34,181,1150,1821,182,218,1937,3919,5662,8965,580361,617,51913,9454,8645,1238,4306,0,0,55810,0,0,31956,696,148850,0,"matched (3)"
158,"GROSS WARTENBERG","BRE",7.81,17.54,5.76,10,0,0,0,0,0,0,0,0,6.68,15.45,3.96,9.84,0,0,7.51,10.63,9.38,14.54,2.38,3.95,5.27,9.97,6.83,11.75,8.76,14.85,5.84,10.27,71.57,0,88.11,92.18,31.22,46.89,9.24,0,4,16.97,22,0,14.74,.99,20.56,0,9626,21618,129,225,0,0,0,0,0,0,0,0,95807,221590,721,2107,0,0,11092,15699,51895,80450,150,288,767,1452,34,59,1882,4024,9678,17045,564730,4681,40804,7162,5641,2405,1354,0,4,36721,121,0,20344,351,169996,0,"matched (3)"
159,"OLS","BRE",11.49,20.9,10.2,19.71,0,0,0,0,0,0,0,0,9.39,17.83,5.6,12.41,11.28,13.73,11.05,14.3,12.91,18.6,3.53,6.45,6.91,11.05,12.58,23.68,8.02,13.31,7.12,12.69,98.18,0,164.64,135.68,41.77,136.18,11.31,0,0,19.78,25.67,0,16.07,1.44,19.58,0,46232,84095,2140,4135,0,0,0,0,0,0,0,0,155050,294414,922,2070,474,577,30911,40003,110960,160312,154,399,1743,2788,249,469,1963,4782,7373,15045,914890,756,191608,17421,37313,912,2225,0,0,96572,1712,0,28108,1201,195352,0,"matched (3)"
160,"TREBNITZ","BRE",10.64,18.05,11.65,18.58,0,0,0,0,0,0,0,0,9.15,16.15,6.85,10.72,8.12,8.57,10.74,12.94,12.4,15.19,3.58,10.01,7.08,10,12.17,17.12,8.38,11.53,7.17,10.49,80.82,0,145.6,109.78,32.1,89.71,11.15,12,0,21.59,30.31,0,16.26,1.33,23.22,0,55434,94041,5987,9548,0,0,0,0,0,0,0,0,130937,231108,845,1323,227,239,27073,32619,90529,111004,44,159,3863,5456,175,247,2689,4632,8030,11822,509174,3071,199166,19771,30412,1696,9525,12,0,92988,2758,0,18106,1135,159784,0,"matched (3)"
161,"MILITSCH","BRE",6.63,13.7,8.56,16.5,0,0,0,0,0,0,0,0,5.75,12.72,4.52,10.12,4,5,6.32,9.37,8.04,12.43,2.53,5.17,4.07,6.64,7.95,27.4,5.98,11.49,6.11,11.34,66.86,0,86.31,86.88,27.2,53.76,8.78,6.23,3.95,17.05,10,0,15.03,1.33,15.14,0,10666,22039,1269,2447,0,0,0,0,0,0,0,0,91784,203043,1170,2620,12,15,10575,15678,51122,79083,148,394,1159,1891,288,992,739,1984,8052,15206,425851,2200,52243,8610,28990,1570,2544,101,13,32131,23,0,16023,301,154884,0,"matched (3)"
162,"GUHRAU","BRE",11.91,23.04,14.86,24.14,0,0,0,0,0,0,0,0,11.95,20.06,11.17,16.15,0,0,12.52,16.33,12.26,18.61,7.85,12.02,8.07,13.7,0,0,9.44,14.81,9.19,15.92,107.86,0,147.52,132.06,48.14,101.85,11.68,5.9,0,21.76,26.01,0,22.94,1.42,22.72,0,26751,51750,819,1330,0,0,0,0,0,0,0,0,172808,290086,1988,2875,0,0,21190,27639,45731,69601,426,719,4029,6839,0,0,1791,3236,6440,11437,700529,1025,117426,23335,27584,8168,4546,12,0,52781,1280,0,27604,367,181026,0,"matched (3)"
163,"STEINAU","BRE",9.94,19.67,10.27,18.63,0,0,0,0,0,0,0,0,7.72,15.73,5.26,11.55,8.4,12.63,9.82,12.36,10.72,15.45,4.3,10.7,5.58,9.01,17.3,17.45,6.18,9.2,7.08,12.51,87.31,0,122.05,108.76,35.46,101.25,8.89,0,0,21.55,25.56,0,17.02,1.59,13.08,0,18819,37241,2764,5013,0,0,0,0,0,0,0,0,61318,124939,1158,2548,151,227,11399,14347,30032,43345,66,259,1990,3214,678,684,606,1285,4084,7681,322907,498,66798,5721,11135,2035,4466,0,0,47360,2170,0,10054,483,44294,0,"matched (3)"
164,"WOHLAU","BRE",9.7,19.54,9.52,19.29,0,0,0,0,0,0,0,0,7.9,16.42,5.17,11.92,11.15,9.75,9.1,12.03,11.25,16.03,4.96,8.1,6.26,9.72,12.85,18.71,6.92,14.04,7.76,13.29,87.67,0,114.34,106.63,38.54,61.07,9.93,0,0,18.04,35.9,0,15.65,1.42,21.45,0,25713,51797,1308,2650,0,0,0,0,0,0,0,0,118305,245894,1354,3122,562,491,16658,22022,64045,91283,237,578,2592,4025,305,443,1675,3810,8222,14776,633144,1753,125305,14373,50410,1973,3889,0,0,55769,1389,0,11903,421,169105,0,"matched (3)"
165,"NEUMARKT","BRE",12.23,21.31,12.45,21.96,0,0,0,0,0,0,0,0,10.75,19.65,5.49,9.06,0,0,13.31,15.41,13.96,18.38,6,12,9.08,13.18,15.42,18.82,8.61,12.85,9.69,11.88,106.02,0,178.59,143.57,54.98,104.3,9.9,12,0,19.23,28.69,0,21.45,1.3,24.83,0,93970,163738,4980,8784,0,0,0,0,0,0,0,0,119450,218343,142,280,0,0,53300,61822,103678,136620,174,444,3713,5389,1053,1285,1663,2610,975,1341,680691,1198,265438,14328,18044,407,11465,8,0,102157,4309,0,23230,551,141558,0,"matched (3)"
166,"BRESLAU","BRE",18,26,0,0,0,0,0,0,0,0,0,0,11.7,22,8,22,0,0,14.3,24.5,17.6,29.4,0,0,0,0,0,0,0,0,3.5,30,110,0,220,105,110,50,0,0,0,0,0,0,0,0,52,0,270,390,0,0,0,0,0,0,0,0,0,0,3136,5896,24,66,0,0,1058,1813,1549,2587,0,0,0,0,0,0,0,0,9,75,18315,0,15400,8663,24090,600,0,0,0,0,0,0,0,0,14914,0,"matched (3)"
167,"BRESLAU","BRE",14.9,28.35,15.85,27.51,0,0,0,0,0,0,0,0,12.76,25.38,7.01,13.1,12.03,26.25,15.79,21.54,13.28,24.39,2,2.85,10.85,16.79,15.56,26.09,9.41,15.73,8.19,12.5,101.1,0,223.5,196.26,55.66,116,12.74,8,0,28.22,37.27,36.5,25.32,1.45,26.84,0,119526,227421,21751,38068,0,0,0,0,0,0,0,0,116061,230849,562,1052,633,1381,96711,131928,89439,164386,76,208,10331,15987,1427,2450,1285,2684,2022,3098,626840,12445,249515,18056,16164,777,14536,171,0,130320,11341,2672,17618,271,186788,0,"matched (3)"
