kreiskey1888,county,rb,edu1886_loc_scd,edu1886_loc_sco,edu1886_dif_scd,edu1886_dif_sco,edu1886_tot_scd,edu1886_tot_sco,edu1886_pro_sco,edu1886_pro_cla,edu1886_cat_sco,edu1886_cat_cla,edu1886_ocr_sco,edu1886_ocr_cla,edu1886_jew_sco,edu1886_jew_cla,edu1886_mix_sco,edu1886_mix_cla,edu1886_new_num,edu1886_new_roo,edu1886_ext_num,edu1886_ext_roo
475,"ADENAU","KOB",33,34,29,30,62,64,0,0,64,75,0,0,0,0,0,0,3,3,4,2
476,"AHRWEILER","KOB",41,53,8,9,49,62,2,2,60,101,0,0,0,0,0,0,4,2,5,3
477,"NEUWIED","KOB",69,73,35,35,104,108,50,89,55,130,0,0,3,3,0,0,12,6,5,3
478,"ALTENKIRCHEN","KOB",40,54,61,63,101,117,62,89,54,77,0,0,0,0,1,4,23,12,9,0
479,"WETZLAR","KOB",76,76,3,3,79,79,78,148,1,5,0,0,0,0,0,0,1,0,4,2
480,"MEISENHEIM","KOB",23,29,1,1,24,30,24,34,5,5,0,0,1,1,0,0,1,0,0,0
481,"KLEVE","DUS",39,46,11,11,50,57,12,20,42,118,0,0,3,3,0,0,7,2,3,2
482,"REES","DUS",36,43,12,13,48,56,22,52,30,97,0,0,4,4,0,0,11,4,8,7
483,"KREFELD","DUS",1,35,0,0,1,35,5,30,25,164,0,0,1,3,4,28,6,63,4,11
484,"KREFELD","DUS",17,23,0,0,17,23,1,2,22,79,0,0,0,0,0,0,4,3,4,2
485,"DUISBURG","DUS",1,22,0,0,1,22,10,57,10,64,0,0,0,0,2,6,3,16,1,0
486,"MULHEIM","DUS",14,56,0,0,14,56,34,127,21,88,0,0,0,0,1,7,2,4,20,27
487,"RUHRORT","DUS",27,63,4,4,31,67,46,113,19,70,0,0,2,2,0,0,6,1,12,19
488,"ESSEN","DUS",5,17,0,0,5,17,7,55,9,96,0,0,1,3,0,0,4,15,2,8
489,"ESSEN","DUS",18,71,7,16,25,87,34,101,52,270,0,0,1,1,0,0,25,33,25,27
490,"MORS","DUS",43,66,15,18,58,84,44,88,40,83,0,0,0,0,0,0,6,1,3,3
491,"GELDERN","DUS",25,41,1,1,26,42,5,7,36,117,0,0,1,1,0,0,8,1,2,0
492,"KEMPEN","DUS",30,55,3,4,33,59,6,9,51,205,0,0,1,1,1,3,12,2,5,1
493,"DUSSELDORF","DUS",1,25,0,0,1,25,6,45,18,192,0,0,0,0,1,4,5,38,7,36
494,"DUSSELDORF","DUS",31,56,3,4,34,60,18,32,38,105,0,0,1,1,3,9,7,0,9,10
495,"ELBERFELD","DUS",1,34,0,0,1,34,25,198,8,65,0,0,0,0,1,3,9,48,15,34
496,"BARMEN","DUS",1,40,0,0,1,40,34,212,6,37,0,0,0,0,0,0,3,20,15,18
497,"METTMANN","DUS",11,58,3,4,14,62,47,123,15,39,0,0,0,0,0,0,9,12,11,13
498,"REMSCHEID","DUS",1,18,0,0,1,18,17,79,1,8,0,0,0,0,0,0,0,0,8,7
499,"LENNEP","DUS",13,66,5,5,18,71,60,138,9,22,0,0,0,0,2,6,4,1,4,3
500,"SOLINGEN","DUS",21,75,7,9,28,84,50,146,27,80,0,0,0,0,7,72,23,17,15,10
501,"NEUSS","DUS",20,36,4,4,24,40,1,3,38,123,0,0,1,1,0,0,5,7,4,6
502,"GREVENBROICH","DUS",23,53,2,2,25,55,13,20,42,92,0,0,0,0,0,0,5,5,2,1
503,"MUNCHEN GLADBACH","DUS",2,15,1,1,3,16,4,18,11,82,0,0,1,2,0,0,1,8,2,6
504,"GLADBACH","DUS",17,67,0,0,17,67,15,48,50,170,0,0,2,2,0,0,1,0,6,8
505,"WIPPERFURTH","KOL",10,32,0,0,10,32,4,5,28,60,0,0,0,0,0,0,4,4,6,5
506,"WALDBROL","KOL",6,31,5,10,11,41,26,37,15,22,0,0,0,0,0,0,8,11,5,2
507,"GUMMERSBACH","KOL",11,51,1,1,12,52,48,75,4,5,0,0,0,0,0,0,6,4,4,4
508,"SIEGKREIS","KOL",40,80,10,18,50,98,14,20,82,194,0,0,1,1,1,3,9,7,9,7
509,"MULHEIM","KOL",9,60,0,0,9,60,6,22,54,179,0,0,0,0,0,0,17,38,11,13
510,"KOLN","KOL",1,29,0,0,1,29,6,34,21,296,0,0,1,6,1,10,2,42,6,12
511,"KOLN","KOL",35,96,2,3,37,99,6,29,93,349,0,0,0,0,0,0,17,46,12,31
512,"BERGHEIM","KOL",26,53,4,5,30,58,1,1,56,108,0,0,1,1,0,0,10,7,4,0
513,"EUSKIRCHEN","KOL",43,49,4,5,47,54,0,0,53,109,0,0,1,1,0,0,6,16,4,2
514,"RHEINBACH","KOL",45,50,3,4,48,54,0,0,54,88,0,0,0,0,0,0,5,2,1,0
515,"BONN","KOL",1,9,0,0,1,9,1,10,8,55,0,0,0,0,0,0,3,0,2,6
516,"BONN","KOL",37,51,4,4,41,55,1,1,54,130,0,0,0,0,0,0,18,5,6,2
517,"DAUN","TRI",49,54,21,22,70,76,0,0,76,81,0,0,0,0,0,0,4,2,1,0
518,"PRUM","TRI",48,56,34,37,82,93,0,0,93,98,0,0,0,0,0,0,6,5,1,0
519,"BITBURG","TRI",51,60,35,40,86,100,0,0,99,120,0,0,1,1,0,0,7,8,2,1
520,"WITTLICH","TRI",58,74,8,11,66,85,0,0,84,95,0,0,1,1,0,0,4,5,5,0
521,"BERNKASTEL","TRI",63,80,15,17,78,97,32,37,62,87,0,0,2,2,1,2,2,2,3,0
522,"TRIER","TRI",7,14,0,0,7,14,1,6,12,47,0,0,1,1,0,0,4,8,2,2
523,"TRIER","TRI",90,122,23,30,113,152,4,4,147,182,0,0,1,1,0,0,5,8,8,2
524,"SAARBURG","TRI",44,54,12,17,56,71,0,0,71,81,0,0,0,0,0,0,4,4,2,0
525,"MERZIG","TRI",43,52,11,12,54,64,1,1,63,103,0,0,0,0,0,0,9,5,3,2
526,"SAARLOUIS","TRI",49,50,13,13,62,63,1,1,60,162,0,0,1,1,1,9,13,20,1,0
527,"SAARBRUCKEN","TRI",35,73,15,18,50,91,33,110,52,159,0,0,0,0,6,39,11,12,9,14
528,"OTTWEILER","TRI",42,72,3,12,45,84,22,66,57,129,0,0,3,3,2,4,11,19,7,4
529,"SANKT WENDEL","TRI",74,86,10,13,84,99,55,69,41,68,0,0,1,2,2,4,13,6,9,4
530,"ERKELENZ","AAC",28,52,2,2,30,54,5,6,49,91,0,0,0,0,0,0,3,0,2,0
531,"HEINSBERG","AAC",31,49,3,3,34,52,3,3,49,87,0,0,0,0,0,0,4,5,3,1
532,"GEILENKIRCHEN","AAC",22,33,2,2,24,35,2,2,33,63,0,0,0,0,0,0,0,0,0,0
533,"JULICH","AAC",43,54,6,6,49,60,3,4,55,104,0,0,2,2,0,0,2,1,0,0
534,"DUREN","AAC",65,82,13,16,78,98,1,5,96,237,0,0,1,1,0,0,6,9,1,0
535,"AACHEN","AAC",2,36,0,0,2,36,2,8,32,171,0,0,2,2,0,0,2,20,0,0
536,"AACHEN","AAC",21,79,6,8,27,87,6,10,80,246,0,0,1,1,0,0,18,45,4,6
537,"EUPEN","AAC",8,26,1,1,9,27,2,2,25,57,0,0,0,0,0,0,2,1,0,0
538,"MONTJOIE","AAC",16,24,4,6,20,30,3,3,27,47,0,0,0,0,0,0,2,2,0,0
539,"SCHLEIDEN","AAC",66,80,12,13,78,93,6,7,87,133,0,0,0,0,0,0,15,11,7,1
540,"MALMEDY","AAC",38,71,6,7,44,78,1,1,77,99,0,0,0,0,0,0,4,4,9,0
541,"SIGMARINGEN","SIG",31,34,9,9,40,43,1,1,42,63,0,0,0,0,0,0,6,6,1,0
542,"GAMMERTINGEN","SIG",21,22,1,1,22,23,0,0,23,43,0,0,0,0,0,0,2,1,2,0
543,"HECHINGEN","SIG",29,29,0,0,29,29,1,1,27,52,0,0,1,1,0,0,5,17,3,2
544,"HAIGERLOCH","SIG",22,22,0,0,22,22,1,1,19,31,0,0,2,2,0,0,1,0,4,3
