kreiskey1888,county,rb,edu1886_con_pro,edu1886_con_cat,edu1886_con_jew,edu1886_rel_emp_m_pro,edu1886_rel_emp_m_cat,edu1886_rel_emp_m_ocr,edu1886_rel_emp_m_jew,edu1886_rel_emp_f_pro,edu1886_rel_emp_f_cat,edu1886_rel_emp_f_ocr,edu1886_rel_emp_f_jew,edu1886_rel_sup_m_pro,edu1886_rel_sup_m_cat,edu1886_rel_sup_m_ocr,edu1886_rel_sup_m_jew,edu1886_rel_sup_f_pro,edu1886_rel_sup_f_cat,edu1886_rel_sup_f_ocr,edu1886_rel_sup_f_jew,edu1886_pro_tea_emp,edu1886_pro_tea_sup,edu1886_cat_tea_emp,edu1886_cat_tea_sup,edu1886_ocr_tea_emp,edu1886_ocr_tea_sup,edu1886_jew_tea_emp,edu1886_jew_tea_sup,edu1886_mix_tea_emp_tot,edu1886_mix_tea_emp_pro,edu1886_mix_tea_emp_cat,edu1886_mix_tea_emp_ocr,edu1886_mix_tea_emp_jew,edu1886_mix_tea_sup
530,"ERKELENZ","AAC",2,5,0,6,81,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,90,0,0,0,0,0,0,0,0,0,0,0
531,"HEINSBERG","AAC",2,13,0,3,68,0,0,0,15,0,0,1,0,0,0,0,0,0,0,3,0,83,1,0,0,0,0,0,0,0,0,0,0
532,"GEILENKIRCHEN","AAC",1,13,0,2,51,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,61,0,0,0,0,0,0,0,0,0,0,0
533,"JULICH","AAC",2,25,1,3,88,0,2,1,13,0,0,0,0,0,0,0,0,0,0,4,0,101,0,0,0,2,0,0,0,0,0,0,0
534,"DUREN","AAC",0,28,1,4,136,0,1,1,55,0,0,0,0,0,0,0,0,0,0,5,0,191,0,0,0,1,0,0,0,0,0,0,0
535,"AACHEN","AAC",0,0,1,4,81,0,2,4,84,0,0,0,0,0,0,0,0,0,0,8,0,165,0,0,0,2,0,0,0,0,0,0,0
536,"AACHEN","AAC",2,9,1,8,145,0,1,2,88,0,0,0,0,0,0,1,1,0,0,10,1,233,1,0,0,1,0,0,0,0,0,0,0
537,"EUPEN","AAC",1,1,0,2,31,0,0,0,26,0,0,0,0,0,0,0,0,0,0,2,0,57,0,0,0,0,0,0,0,0,0,0,0
538,"MONTJOIE","AAC",0,3,0,3,38,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,44,0,0,0,0,0,0,0,0,0,0,0
539,"SCHLEIDEN","AAC",3,15,0,7,111,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,124,0,0,0,0,0,0,0,0,0,0,0
540,"MALMEDY","AAC",1,1,0,1,88,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,98,0,0,0,0,0,0,0,0,0,0,0
541,"SIGMARINGEN","SIG",1,29,0,1,56,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0
542,"GAMMERTINGEN","SIG",0,24,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
543,"HECHINGEN","SIG",1,23,0,1,52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,0,0,0,1,0,0,0,0,0,0,0
544,"HAIGERLOCH","SIG",1,19,2,1,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,0,0,0,2,0,0,0,0,0,0,0
