kreiskey1849,county,rb,occ1849_baker_master,occ1849_baker_assi,occ1849_pastrychef_master,occ1849_pastrychef_assi,occ1849_butcher_master,occ1849_butcher_assi,occ1849_soapboiler_master,occ1849_soapboiler_assi,occ1849_tanner_master,occ1849_tanner_assi,occ1849_shoemaker_master,occ1849_shoemaker_assi,occ1849_glover_master,occ1849_glover_assi,occ1849_furrier_master,occ1849_furrier_assi,occ1849_lorimer_master,occ1849_lorimer_assi,occ1849_ropemaker_master,occ1849_ropemaker_assi,occ1849_sailmaker_master,occ1849_sailmaker_assi,occ1849_firehosemaker_master,occ1849_firehosemaker_assi,occ1849_tailor_master,occ1849_tailor_assi,occ1849_passementer_self_emp,occ1849_passementer_assi,occ1849_milliner_self_emp,occ1849_milliner_assi,occ1849_embroiderer_self_emp,occ1849_embroiderer_assi,occ1849_paperhanger_self_emp,occ1849_paperhanger_assi,occ1849_hatter_master,occ1849_hatter_assi,occ1849_cloth_cutter_self_emp,occ1849_cloth_cutter_assi,occ1849_dyer_self_emp,occ1849_dyer_assi,occ1849_bleacher_self_emp,occ1849_bleacher_assi,occ1849_carpenter_self_emp,occ1849_carpenter_assi,occ1849_carpenter_patchers,occ1849_wellsinker_master,occ1849_wellsinker_assi,occ1849_cabinetmaker_master,occ1849_cabinetmaker_assi,occ1849_wheelwright_master,occ1849_wheelwright_assi,occ1849_wainwright_master,occ1849_wainwright_assi,occ1849_cooper_master,occ1849_cooper_assi,occ1849_turner_master,occ1849_turner_assi,occ1849_manufacturer_f_self_emp,occ1849_manufacturer_f_assi,occ1849_manufacturer_c_self_emp,occ1849_manufacturer_c_assi,occ1849_combmaker_master,occ1849_combmaker_assi,occ1849_brushmaker_master,occ1849_brushmaker_assi,occ1849_basketmaker_master,occ1849_basketmaker_assi,occ1849_bricklayer_master,occ1849_bricklayer_assi,occ1849_bricklayer_patchers,occ1849_slater_master,occ1849_slater_assi,occ1849_stonemason_master,occ1849_stonemason_assi,occ1849_paver_master,occ1849_paver_assi,occ1849_chimneysweep_self_emp,occ1849_chimneysweep_assi,occ1849_potter_master,occ1849_potter_assi,occ1849_glazier_master,occ1849_glazier_assi,occ1849_colourist_self_emp,occ1849_colourist_assi,occ1849_painter_self_emp,occ1849_painter_assi,occ1849_lacquerer_self_emp,occ1849_lacquerer_assi,occ1849_sculptor_self_emp,occ1849_sculptor_assi,occ1849_blacksmith_master,occ1849_blacksmith_assi,occ1849_locksmith_master,occ1849_locksmith_assi,occ1849_beltmaker_master,occ1849_beltmaker_assi,occ1849_millwright_self_emp,occ1849_millwright_assi,occ1849_spoolmaker_self_emp,occ1849_spoolmaker_assi,occ1849_coppersmith_master,occ1849_coppersmith_assi,occ1849_bellfounder_master,occ1849_bellfounder_assi,occ1849_tinmoulder_master,occ1849_tinmoulder_assi,occ1849_plumber_master,occ1849_plumber_assi,occ1849_wiredrawer_master,occ1849_wiredrawer_assi,occ1849_sc_instrument_self_emp,occ1849_sc_instrument_assi,occ1849_mus_instrument_self_emp,occ1849_mus_instrument_assi,occ1849_clockmaker_self_emp,occ1849_clockmaker_assi,occ1849_goldsmith_self_emp,occ1849_goldsmith_assi,occ1849_stonecutter_self_emp,occ1849_stonecutter_assi,occ1849_gold_beater_self_emp,occ1849_gold_beater_assi,occ1849_barber_self_emp,occ1849_barber_assi,occ1849_hairdresser_self_emp,occ1849_hairdresser_assi,occ1849_fisher_self_emp,occ1849_fisher_assi,occ1849_gardener_self_emp,occ1849_gardener_assi,occ1849_bookbinder_self_emp,occ1849_bookbinder_assi,occ1849_goldborder_self_emp,occ1849_goldborder_assi,occ1849_papiermache_self_emp,occ1849_papiermache_assi,occ1849_umbrellamaker_self_emp,occ1849_umbrellamaker_assi,occ1849_cigarmaker_self_emp,occ1849_cigarmaker_assi,occ1849_plasterfigurine_self_emp,occ1849_plasterfigurine_assi,occ1849_waxcandlemaker_self_emp,occ1849_waxcandlemaker_assi,occ1849_waddingmaker_self_emp,occ1849_waddingmaker_assi,occ1849_blanketmaker_self_emp,occ1849_blanketmaker_assi,occ1849_carder_self_emp,occ1849_carder_assi,occ1849_yarnspinner_self_emp,occ1849_yarnspinner_assi,occ1849_ingnitermaker_self_emp,occ1849_ingnitermaker_assi,occ1849_product_corn_self_emp,occ1849_product_corn_assi,occ1849_writing_utens_self_emp,occ1849_writing_utens_assi,occ1849_autioneer_self_emp,occ1849_autioneer_assi,occ1849_executioner_self_emp,occ1849_executioner_assi,occ1849_musicteacher_self_emp,occ1849_musicteacher_assi,occ1849_actor_self_emp,occ1849_actor_assi,occ1849_cleaner_self_emp,occ1849_cleaner_assi,occ1849_metalworker_self_emp,occ1849_metalworker_assi,occ1849_pastoralist_self_emp,occ1849_pastoralist_assi,occ1849_bargee_self_emp,occ1849_bargee_assi,occ1849_tinker_self_emp,occ1849_tinker_assi,occ1849_thatcher_self_emp,occ1849_thatcher_assi,occ1849_charburner_self_emp,occ1849_charburner_assi,occ1849_castrator_self_emp,occ1849_castrator_assi
135,"Rummelsburg","KOS",11,6,0,0,9,4,0,0,4,3,86,62,0,0,0,0,10,4,2,0,0,0,0,0,91,30,0,0,2,0,0,0,0,0,1,0,2,0,5,1,2,0,3,44,1,0,0,67,26,42,14,0,0,14,5,3,3,0,0,0,0,0,0,1,0,0,0,2,51,0,0,0,0,0,0,0,1,2,6,2,4,3,0,0,3,0,0,0,0,0,73,40,12,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,6,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
136,"Stolpe","KOS",30,39,9,4,17,14,2,3,12,16,250,157,1,1,16,15,31,12,9,5,1,0,0,0,272,141,3,0,12,23,0,0,2,0,3,2,2,0,15,10,0,0,5,137,0,2,0,191,100,108,26,1,5,37,21,16,1,0,0,3,1,2,0,2,0,3,1,3,186,0,2,3,4,0,5,0,3,5,24,30,22,7,3,0,10,8,1,1,0,0,201,104,28,37,1,0,1,0,0,0,2,5,1,1,0,0,7,5,3,5,1,0,2,1,10,4,3,4,1,0,0,0,9,6,1,1,80,0,6,0,6,4,0,0,0,0,1,0,2,6,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,"Lauenburg","KOS",10,14,1,1,10,4,1,0,3,1,195,106,1,0,3,6,5,8,3,2,0,0,0,0,122,61,1,0,5,3,0,0,0,0,1,0,1,0,6,7,0,0,1,45,0,1,1,72,50,52,21,0,0,14,9,6,5,0,0,0,0,0,0,2,0,2,1,4,80,1,1,2,0,0,1,1,1,1,12,8,12,1,0,0,2,3,0,0,0,0,103,57,14,15,0,0,0,0,0,0,2,5,1,0,0,0,2,0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,2,1,0,0,32,72,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,"Bütow","KOS",8,8,2,0,7,9,1,0,4,2,68,52,0,0,3,0,6,2,3,2,0,0,0,0,36,21,0,0,6,3,0,0,0,0,0,0,0,0,4,4,0,0,2,19,0,1,0,32,33,21,6,0,0,9,7,5,2,0,0,1,0,0,0,1,0,1,0,2,25,0,1,0,1,0,4,0,0,2,10,15,4,1,0,0,3,2,0,0,0,0,46,29,11,16,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,"Rügen","STR",73,49,6,2,41,21,0,0,4,4,265,129,1,1,2,2,30,17,9,4,0,0,0,0,146,68,0,0,20,2,0,0,0,0,1,1,0,0,1,1,0,0,14,71,17,0,0,118,67,43,18,0,0,16,13,11,0,0,0,3,0,1,0,0,0,2,1,11,99,25,0,0,5,2,2,1,3,3,12,5,17,4,0,0,8,7,0,0,0,0,85,81,34,25,2,0,2,2,0,0,2,1,0,0,1,0,2,2,2,0,0,0,1,0,12,1,4,1,0,0,0,0,6,1,0,0,177,29,7,2,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
140,"Franzburg","STR",83,89,11,10,50,43,4,4,15,27,422,247,4,3,10,7,31,27,19,22,5,2,0,0,194,148,8,5,30,59,0,0,5,7,9,6,4,0,7,6,2,0,24,331,1,6,7,178,153,41,33,0,0,47,35,28,20,0,0,13,0,4,2,3,1,13,2,13,218,3,1,0,2,0,5,9,5,11,16,27,25,14,2,0,30,8,3,3,0,0,92,98,44,43,4,4,6,4,0,0,6,5,1,2,5,5,14,12,9,6,1,1,4,7,14,13,10,7,3,0,0,0,19,8,3,3,271,17,11,7,15,7,0,0,0,0,4,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,"Greifswald","STR",62,64,8,9,52,56,3,4,7,3,304,183,4,2,9,8,27,30,17,15,4,3,1,0,203,136,4,2,31,12,3,0,0,0,6,1,2,0,6,4,2,0,23,269,0,5,3,143,91,31,18,0,0,42,27,22,4,0,0,5,0,3,0,2,2,8,4,9,167,4,2,2,2,0,4,3,4,5,19,15,22,8,3,0,28,19,3,1,1,0,68,81,51,47,2,1,2,0,0,0,7,6,1,0,3,0,10,8,5,1,2,1,2,3,10,8,11,9,2,0,0,0,19,8,1,1,244,24,12,21,15,9,0,0,1,1,3,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,"Grimmen","STR",36,30,1,0,22,16,0,0,5,2,204,145,0,0,5,0,21,17,10,7,0,0,0,0,138,63,0,0,12,1,0,0,0,0,2,0,0,0,6,3,0,0,12,131,0,1,4,101,60,28,15,0,0,15,6,13,5,0,0,8,0,0,0,0,0,1,0,9,153,1,2,1,0,0,1,0,3,2,11,7,9,4,0,0,9,8,0,0,0,0,83,73,23,17,0,0,2,3,0,0,3,0,0,0,0,0,2,4,2,0,0,0,0,0,6,0,6,2,0,0,0,0,4,1,0,0,12,7,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,"Namslau","BRE",38,22,4,3,42,10,5,1,4,4,276,112,2,0,10,4,19,13,14,4,0,0,0,0,166,28,1,0,1,1,0,0,0,0,2,1,1,0,5,4,1,2,1,45,2,2,2,43,18,56,7,0,0,26,11,2,0,0,0,1,0,2,1,3,0,5,0,3,81,2,1,1,0,0,2,2,3,4,2,0,5,0,0,0,0,0,0,0,0,0,82,30,8,9,1,0,1,1,0,0,2,3,0,0,0,0,2,1,3,0,0,0,1,1,2,1,1,1,1,0,0,0,4,2,0,0,5,0,12,5,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,"Wartenberg","BRE",46,30,7,1,55,31,8,4,8,4,281,74,2,0,12,2,17,6,14,3,0,0,0,0,208,30,3,0,10,1,0,0,2,0,3,0,6,3,9,0,3,24,17,25,22,4,0,66,46,55,6,0,0,32,8,5,0,0,0,5,0,5,3,0,0,6,0,30,100,26,3,0,0,0,0,0,4,7,27,19,4,0,2,2,0,0,0,0,0,0,109,46,19,12,0,0,3,0,0,0,1,1,0,0,0,0,3,2,3,1,0,0,0,0,4,0,1,0,0,0,0,0,5,2,0,0,0,0,11,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"Oels","BRE",97,34,7,7,91,45,9,5,24,23,352,244,3,3,12,13,31,19,16,11,0,0,0,0,215,50,2,1,8,0,0,0,0,0,4,2,6,3,6,4,0,0,3,119,2,1,0,83,52,56,26,0,0,32,18,16,2,0,0,0,0,4,5,3,0,15,12,7,115,0,2,7,0,0,1,4,5,8,10,10,4,3,0,0,4,3,0,0,0,0,135,86,23,20,1,2,1,4,0,0,5,7,1,0,0,0,7,2,2,0,0,0,0,0,7,3,3,0,0,0,0,0,13,10,0,0,3,1,11,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,"Trebnitz","BRE",92,23,7,2,68,36,5,4,5,5,303,85,2,1,24,20,25,18,10,5,0,0,0,0,249,34,0,0,13,0,0,0,1,0,0,0,0,0,2,0,0,0,5,122,0,1,0,82,35,48,19,0,0,32,6,7,1,0,0,0,0,1,0,0,0,15,3,4,118,0,1,8,0,0,0,0,4,5,5,4,8,2,0,0,3,1,2,0,0,0,146,63,25,19,1,0,5,4,1,0,1,2,0,0,0,0,3,2,10,0,0,0,0,0,5,0,0,0,0,0,0,0,5,2,0,0,4,1,30,3,5,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,139,0,0,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
147,"Militsch","BRE",57,23,7,4,52,29,8,3,13,10,360,212,5,4,16,4,28,21,23,20,0,0,0,0,243,49,2,0,13,1,0,0,2,0,5,0,3,1,14,6,0,0,3,117,3,0,0,76,41,47,16,0,0,40,12,11,4,0,0,4,5,4,0,1,0,6,1,4,164,1,3,8,0,0,5,0,7,8,26,14,9,2,0,0,2,4,0,0,0,0,115,55,39,34,2,2,5,0,0,0,2,2,1,2,0,0,7,1,2,0,0,0,3,0,6,2,0,0,0,0,0,0,8,3,0,0,6,0,21,9,8,5,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,0,6,0,0,0,9,6,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"Gurau","BRE",41,17,6,3,44,19,5,2,7,5,220,110,5,2,12,3,20,12,16,7,0,0,0,0,142,41,0,0,22,3,2,0,2,0,4,1,2,0,6,5,2,4,7,179,20,1,0,67,32,30,14,0,0,24,15,9,5,1,0,2,0,2,1,2,0,12,3,7,306,22,3,14,0,0,0,7,5,5,12,11,8,2,0,0,1,0,0,0,0,0,98,53,32,19,1,0,1,10,1,0,2,1,0,0,0,0,4,3,2,2,0,0,1,1,5,3,0,0,0,0,0,0,8,6,0,0,13,5,13,4,5,4,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,3,0,298,0,0,0,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,"Steinau","BRE",29,8,5,1,40,18,3,1,4,2,152,80,4,0,4,1,20,12,14,8,0,0,0,0,106,30,0,0,6,1,0,0,0,0,4,0,3,1,2,1,0,0,26,52,2,2,6,64,46,34,14,0,0,16,3,5,1,0,0,0,0,0,0,2,0,11,3,10,53,3,2,7,0,0,1,0,4,1,9,5,8,0,0,0,2,0,0,0,0,0,64,46,25,17,1,0,2,1,0,0,2,0,1,0,1,0,4,1,2,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,0,0,10,2,8,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,"Wolau","BRE",61,12,3,0,64,36,7,1,4,3,289,126,3,0,12,3,31,14,14,3,0,0,0,0,184,36,0,0,10,1,0,0,0,0,5,0,0,0,6,1,0,0,15,194,22,1,1,79,40,51,23,0,0,24,7,13,3,0,0,10,5,2,0,2,0,23,6,14,169,10,6,33,7,0,1,5,6,5,21,22,4,0,0,0,1,1,0,0,0,0,139,60,31,21,1,0,3,2,0,0,2,0,1,0,0,0,4,2,3,0,1,0,0,0,8,2,0,0,0,0,0,0,7,7,0,0,8,4,29,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,17,16,0,0,5,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,"Neumarkt","BRE",45,17,2,1,61,40,8,6,25,30,381,176,7,5,16,18,53,26,25,11,0,0,0,0,252,66,2,0,8,0,0,0,0,0,3,3,0,0,5,3,0,0,7,168,18,2,1,123,52,88,34,0,0,43,10,5,1,0,0,0,0,0,0,2,0,61,15,6,227,20,6,25,0,0,0,2,3,2,26,19,8,1,1,0,4,4,0,0,0,0,155,107,36,31,3,1,1,6,0,0,3,0,0,0,0,0,7,4,6,1,0,0,0,0,12,1,1,0,0,0,0,0,11,11,0,0,12,6,15,5,7,3,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,2,0,147,198,0,0,8,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"Breslau","BRE",165,387,55,159,245,278,27,34,25,32,1057,1191,36,63,81,106,115,114,18,30,0,0,0,2,818,969,43,108,63,51,17,29,68,69,16,45,15,22,24,16,0,9,27,470,39,10,19,455,932,92,95,14,28,131,136,78,104,3,0,6,0,18,14,22,32,51,60,39,672,43,7,7,4,33,9,42,13,42,36,74,46,41,18,10,83,130,23,52,22,40,261,362,199,493,44,46,8,10,0,0,10,24,17,30,7,8,59,127,15,28,25,23,38,49,63,45,83,70,18,14,6,3,101,120,21,14,21,18,135,97,88,111,0,0,1,3,6,9,11,12,4,5,5,4,8,15,2,9,10,6,1,0,7,10,8,12,4,2,225,6,1,4,0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0
153,"Olau","BRE",46,20,4,2,63,26,4,4,4,6,258,95,2,2,13,4,40,19,10,2,0,0,0,0,200,52,1,1,4,0,0,0,0,0,1,1,2,1,4,1,0,0,6,141,23,0,0,97,37,66,20,0,0,38,5,7,2,0,0,0,0,0,0,0,0,25,1,5,190,26,0,0,0,0,1,6,3,2,4,5,10,2,1,0,5,12,0,0,0,0,140,84,27,45,1,0,1,0,0,0,1,1,0,0,0,0,5,3,1,1,0,0,0,0,4,0,1,1,0,0,0,0,9,7,0,0,10,9,8,0,5,2,0,0,0,0,0,0,25,73,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,"Brieg","BRE",73,36,9,2,77,36,10,6,12,15,268,229,6,3,15,22,37,32,12,6,0,0,0,0,211,74,8,2,4,7,0,0,3,0,2,3,6,2,12,6,1,2,5,211,17,3,4,89,75,96,16,0,0,68,15,15,2,0,0,7,0,6,0,3,0,30,18,5,264,7,3,5,1,1,2,10,3,4,18,10,9,3,1,0,6,8,3,0,0,0,111,78,44,38,5,1,0,0,0,0,2,3,1,0,1,0,9,4,5,2,0,0,0,0,9,5,4,2,1,1,0,0,11,4,1,0,17,9,28,0,11,5,0,0,1,2,0,0,4,54,0,0,2,0,2,3,0,0,7,1,0,0,2,3,3,0,1,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155,"Strehlen","BRE",52,15,3,1,41,29,4,5,9,8,164,100,4,1,18,9,36,16,9,3,0,0,0,0,115,47,2,2,13,3,0,0,0,0,2,1,2,0,5,3,1,0,3,61,10,1,2,78,53,46,26,0,0,25,9,12,5,0,0,0,0,1,0,0,0,11,1,6,133,6,4,1,1,44,0,0,2,1,6,6,4,0,0,0,3,3,0,0,0,0,102,68,22,19,6,2,1,2,0,0,3,0,0,0,1,0,4,2,4,0,0,0,0,0,7,4,1,0,0,0,0,0,7,4,0,0,0,0,13,4,6,1,0,0,0,0,1,0,5,1,0,0,0,0,2,5,0,0,5,0,92,65,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
156,"Nimtsch","BRE",29,16,6,6,44,29,6,2,10,8,212,106,4,4,7,7,37,25,10,0,0,0,0,0,135,59,2,0,14,0,0,0,0,0,0,0,0,0,2,2,0,0,2,92,0,0,0,75,51,35,23,0,0,40,9,4,0,0,0,0,0,2,2,0,0,10,3,6,135,0,1,5,0,2,4,5,2,6,6,14,2,0,0,0,0,0,0,0,0,0,96,83,24,24,0,0,0,0,0,0,2,0,0,0,0,0,2,2,1,0,0,0,0,0,7,0,2,0,0,0,0,0,9,2,0,0,0,0,22,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,"Münsterberg","BRE",26,18,8,9,45,20,5,3,13,22,209,169,6,16,12,16,39,17,7,2,0,0,0,0,146,56,3,0,19,3,0,0,0,0,2,3,1,0,2,2,0,0,2,112,6,1,0,86,42,48,15,0,0,32,18,8,3,0,0,0,0,3,3,4,2,14,2,5,170,14,1,0,0,0,1,1,1,2,9,26,4,0,1,0,2,0,0,0,0,0,92,64,26,42,3,0,1,0,2,0,1,0,0,0,0,0,2,3,9,3,0,0,0,0,5,1,1,0,0,0,0,0,5,4,0,0,0,0,6,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0,5,0,0,0,0,0,2,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,"Frankenstein","BRE",78,23,14,14,77,33,9,4,16,15,306,175,11,10,8,17,38,18,17,6,0,0,0,0,146,76,4,7,24,19,0,0,2,3,11,9,2,0,4,1,9,3,6,180,0,0,1,107,85,74,39,4,13,52,18,15,4,5,1,1,0,2,0,2,1,49,17,10,317,0,0,1,0,0,1,1,6,5,12,21,10,0,0,0,1,0,2,0,2,0,124,76,42,23,5,1,1,0,0,0,1,0,0,0,1,1,8,7,7,0,1,0,0,0,9,5,5,5,1,0,0,0,15,7,0,0,8,0,10,0,9,9,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,4,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,"Reichenbach","BRE",101,46,6,5,82,44,7,3,19,19,314,162,7,1,13,8,37,23,12,10,0,0,1,0,242,109,6,0,20,4,0,0,1,1,2,3,4,0,21,46,10,29,4,188,5,1,2,160,91,47,25,1,2,44,9,14,3,0,0,0,0,2,1,6,0,13,4,6,298,8,5,14,3,6,0,0,1,4,8,10,3,1,4,3,5,3,1,0,1,0,109,96,37,29,3,0,1,10,12,19,3,3,2,4,1,0,8,5,8,1,0,0,4,7,12,1,4,2,0,0,0,0,20,3,1,0,0,0,21,5,10,4,0,0,0,0,0,0,2,4,1,0,0,0,2,1,0,0,27,0,0,0,0,0,14,29,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
160,"Schweidnitz","BRE",70,48,12,11,111,87,15,17,37,45,449,258,19,30,20,21,72,36,14,8,0,0,0,0,358,160,6,2,19,31,7,14,5,4,5,3,4,0,15,9,0,0,8,208,7,2,4,206,151,83,44,1,2,70,35,22,12,0,0,2,2,2,0,7,1,36,10,14,384,10,5,20,3,7,3,5,4,9,20,26,8,1,1,0,5,5,3,0,0,0,176,153,82,83,8,2,1,8,3,0,3,5,3,2,1,1,14,14,9,4,1,0,2,7,18,12,10,12,1,0,0,0,14,19,2,0,3,1,45,12,15,10,0,0,1,1,2,0,3,1,0,0,0,0,6,3,0,0,12,5,233,6,4,1,5,12,0,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,"Striegau","BRE",12,17,0,0,46,37,3,3,8,5,268,170,2,1,7,3,29,13,12,8,0,0,0,0,145,63,4,0,10,1,0,0,0,0,1,2,2,5,2,2,1,0,3,180,0,0,1,84,75,42,25,0,0,32,12,9,3,0,0,1,0,3,0,2,0,18,7,4,211,0,3,8,12,69,0,2,2,2,5,5,4,0,0,0,3,6,1,0,0,0,86,79,34,37,3,2,0,2,2,4,1,1,0,0,1,0,4,5,2,1,0,0,0,0,7,2,3,0,0,0,0,0,8,3,0,0,0,0,2,0,6,5,0,0,0,0,0,0,1,1,0,0,1,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,"Waldenburg","BRE",128,69,15,13,106,71,6,3,23,17,393,221,4,2,19,14,42,21,20,9,0,0,0,0,257,117,3,0,17,10,0,0,0,0,6,8,1,0,27,82,59,219,6,223,8,1,1,190,151,62,45,0,0,48,22,28,23,0,0,1,0,1,0,5,3,14,3,5,165,8,2,7,9,39,0,0,4,5,11,9,13,8,4,12,5,4,0,0,1,3,154,151,41,34,3,1,2,5,6,2,2,0,3,1,0,0,11,6,2,0,1,0,0,2,18,11,8,3,0,0,0,0,24,4,1,0,0,0,8,8,12,8,0,0,0,0,1,0,2,3,0,0,0,0,2,1,0,0,29,5,379,0,0,0,2,1,0,0,5,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,"Glatz","BRE",144,37,22,7,149,64,19,2,39,34,435,222,6,3,15,19,46,20,21,5,0,0,0,0,236,107,2,4,12,12,0,0,3,1,5,4,10,8,30,35,6,18,8,335,3,3,8,198,116,77,25,1,1,67,20,23,8,2,0,1,0,4,3,5,3,23,7,13,404,2,0,2,14,75,2,6,7,11,15,20,40,25,4,6,9,5,0,0,5,0,181,93,51,50,4,2,13,19,2,0,3,1,2,1,1,1,13,6,6,2,0,0,0,0,17,5,4,3,11,1,0,0,14,7,2,0,5,3,15,3,20,5,0,0,0,0,4,2,2,2,0,0,4,1,15,3,10,0,12,6,1257,173,4,1,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,"Habelschwerdt","BRE",71,10,18,12,83,26,4,1,34,11,250,117,12,3,10,6,27,6,11,3,0,0,0,0,124,43,1,0,0,0,0,0,0,0,2,1,1,0,17,5,3,2,5,192,6,1,1,112,37,47,13,1,0,97,15,25,2,5,1,10,0,2,0,2,0,3,0,6,220,1,0,0,9,2,2,6,4,6,15,7,9,1,1,0,3,0,0,0,1,0,130,50,27,7,2,0,0,1,1,0,1,1,0,0,0,0,5,1,5,0,1,0,1,1,7,5,3,0,0,0,0,0,5,3,0,0,2,0,4,2,11,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,9,0,3089,1332,0,0,6,2,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
