kreiskey1849,county,rb,fac1849_spin_woolyarn_workers,fac1849_spin_combyarn_workers,fac1849_spin_cotton_workers,fac1849_spin_flax_workers,fac1849_spin_tow_workers,fac1849_looms_silk_masters,fac1849_looms_silk_assistants,fac1849_looms_cotton_masters,fac1849_looms_cotton_assistants,fac1849_looms_linen_masters,fac1849_looms_linen_assistants,fac1849_looms_wool_masters,fac1849_looms_wool_assistants,fac1849_looms_hosiery_masters,fac1849_looms_hosiery_assistants,fac1849_looms_band_masters,fac1849_looms_band_assistants,fac1849_looms_others_masters,fac1849_looms_others_assistants,fac1849_fact_thread_workers,fac1849_fact_silk_ao_workers,fac1849_wool_cloth_workers,fac1849_halfwool_cloth_workers,fac1849_cotton_workers,fac1849_linen_workers,fac1849_silk_workers,fac1849_shawl_workers,fac1849_band_workers,fac1849_carpet_workers,fac1849_passement_workers,fac1849_hosiery_workers,fac1849_laces_workers,fac1849_bleach_unit_workers,fac1849_bleach_yarn_workers,fac1849_dye_turkeyred_workers,fac1849_dye_silk_workers,fac1849_dye_others_workers,fac1849_print_workers,mill1849_water_masters,mill1849_water_assistants,mill1849_post_mills_masters,mill1849_post_mills_assistants,mill1849_dutchmills_masters,mill1849_dutchmills_assistants,mill1849_animals_workers,mill1849_steam_workers,mill1849_oil_workers,mill1849_fulling_workers,mill1849_tan_workers,mill1849_saw_german_workers,mill1849_saw_dutch_workers,mill1849_saw_circular_workers,mill1849_other_workers,fac1849_ironworks_workers,fac1849_wireworks_workers,fac1849_rake_workers,fac1849_sewingneedle_workers,fac1849_fixingpin_workers,fac1849_ironware_workers,fac1849_steel_workers,fac1849_steelware_workers,fac1849_copperhammer_workers,fac1849_brass_workers,fac1849_smeltery_workers,fac1849_bronzeware_workers,fac1849_engines_workers,fac1849_glassworks_workers,fac1849_grindery_workers,fac1849_mirrorglass_workers,fac1849_porcelain_workers,fac1849_earthenware_workers,fac1849_chemicals_workers,fac1849_potboilery_workers,fac1849_limekiln_workers,fac1849_brickworks_workers,fac1849_tarfurnace_workers,fac1849_cerecloth_workers,fac1849_paper_workers,fac1849_wallpaper_workers,fac1849_rubbergoods_workers,fac1849_leather_workers,fac1849_glue_workers,fac1849_cigar_workers,fac1849_sugarrefinery_workers,fac1849_mangold_sugar_workers,fac1849_starch_workers,fac1849_writing_workers,fac1849_specialpaper_workers,fac1849_cardboard_workers,fac1849_umbrella_workers,fac1849_paintshop_workers,fac1849_gold_silver_workers,fac1849_germansilver_workers,fac1849_gunpowder_workers,fac1849_cement_workers,fac1849_wadding_workers,fac1849_hairspinnery_workers,fac1849_glaze_workers,fac1849_button_workers,fac1849_railwaycar_workers,fac1849_waxproduct_workers,fac1849_chocolate_workers,fac1849_soap_workers,fac1849_vinegar_workers,fac1849_playingcard_workers,fac1849_beer_workers,fac1849_brandy_workers,fac1849_distillery_workers,fac1849_perfumery_workers,fac1849_metalletter_workers,fac1849_threadeye_workers,fac1849_metalfoundry_workers,fac1849_copper_workers,fac1849_gasandcoke_workers,fac1849_flax_workers,fac1849_pineseed_workers,fac1849_fabricflower_workers,fac1849_rope_workers,fac1849_pipetube_workers,fac1849_cheese_workers,fac1849_others_workers
204,"Jerichow II","MAG",7,0,0,0,0,0,0,0,0,252,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,18,113,82,7,6,0,3,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,594,0,0,0,0,0,0,2,4,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,103,20,1,0,26,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0
205,"Jerichow I","MAG",918,0,0,0,0,0,0,41,13,212,101,52,468,1,0,0,0,1,0,0,0,468,0,0,0,0,0,0,0,1,0,0,1,2,0,0,25,7,64,68,88,77,5,8,7,2,30,23,1,10,2,0,8,6,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,108,0,3,0,219,0,0,118,0,0,0,11,79,0,158,70,0,0,0,0,0,0,0,0,0,0,9,327,1,0,0,27,0,3,0,45,61,13,1,0,0,0,0,0,0,0,0,0,0,0,0
206,"Calbe","MAG",274,0,0,0,0,0,0,12,55,173,60,36,195,0,0,0,0,0,6,0,0,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,26,47,76,67,5,3,2,2,26,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,10,183,0,0,65,0,0,0,0,28,0,1355,42,0,0,0,0,0,0,0,107,0,3,0,0,0,0,0,7,16,12,0,45,68,3,0,0,10,0,0,0,0,0,20,0,0,0,0
207,"Magdeburg","MAG",5,0,179,0,0,0,0,62,56,38,44,2,3,10,0,24,106,1,0,176,0,0,0,52,0,0,0,113,0,0,0,0,0,0,0,0,0,0,8,22,24,29,1,2,3,0,10,3,0,5,0,0,18,51,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,76,33,41,0,4,61,0,0,0,0,0,97,0,726,70,2041,9,10,0,0,4,0,0,0,0,0,13,0,0,0,0,0,868,45,7,0,88,29,109,0,0,0,0,0,0,0,0,0,0,0,0,0
208,"Wanzleben","MAG",0,0,0,0,0,0,0,37,20,341,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,35,36,93,85,0,0,2,12,35,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,40,0,152,0,65,107,0,0,0,3,0,107,0,0,0,2390,30,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,379,0,1,0,24,186,4,0,0,0,0,0,30,0,0,0,0,0,0,0
209,"Wollmirstädt","MAG",0,0,0,0,0,0,0,45,23,177,63,0,0,0,0,1,2,50,6,0,0,0,0,13,0,0,0,55,0,0,0,0,22,47,0,0,25,5,21,22,113,98,2,4,2,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,88,0,0,0,0,0,0,0,0,0,1248,86,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,18,57,12,0,0,0,0,0,0,0,0,0,0,0,0,0
210,"Neuhaldensleben","MAG",0,0,0,0,0,0,0,0,0,70,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,25,111,45,3,3,1,4,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,75,0,0,8,127,0,0,4,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,17,0,0,0,0,13,0,26,0,1,0,30,113,1,1,0,0,0,0,0,0,0,0,0,0,0,0
211,"Oschersleben","MAG",0,0,0,0,0,0,0,0,0,157,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,54,39,33,0,0,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,50,104,0,0,28,0,0,0,0,0,0,1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,30,81,16,1,0,0,0,0,0,0,0,0,0,0,0,0
212,"Aschersleben","MAG",310,5,0,0,0,0,0,34,7,239,50,58,363,1,0,0,0,0,0,0,0,168,315,0,85,0,0,0,0,0,0,0,9,0,0,0,15,10,49,86,9,5,0,0,5,0,31,12,5,2,0,0,1,20,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,17,120,0,20,137,0,0,16,0,0,10,2,0,0,1023,7,0,0,0,0,0,0,0,0,0,3,6,57,0,0,0,261,7,5,0,28,63,4,0,0,0,0,0,0,0,0,0,0,0,0,0
213,"Halberstadt","MAG",10,0,0,0,0,0,0,9,19,397,114,10,13,0,0,0,0,0,0,8,0,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,2,78,78,27,15,0,0,1,3,46,3,4,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,5,40,0,10,41,0,0,16,0,0,98,0,214,0,298,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,7,7,8,0,41,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"Grafschaft Wernigerode","MAG",0,0,0,0,0,0,0,1,1,87,28,4,12,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,40,49,1,1,0,0,0,0,21,2,4,7,17,0,6,197,12,0,0,0,8,0,0,16,0,0,0,50,0,0,0,0,0,8,0,23,24,0,0,55,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,66,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,"Liebenwerda","MER",6,0,0,0,0,0,0,22,10,62,12,14,2,4,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,48,50,56,33,2,2,5,0,2,6,1,11,2,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0
216,"Torgau","MER",19,0,0,0,0,0,0,8,3,35,14,5,6,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,75,92,63,0,0,9,5,5,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2,9,132,33,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,65,56,4,0,0,0,0,0,0,0,0,0,0,0,0,0
217,"Schweinitz","MER",0,0,0,0,0,0,0,22,12,79,21,17,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,38,72,40,3,2,0,0,18,2,0,18,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0
218,"Wittenberg","MER",97,0,0,0,0,0,0,17,91,129,47,16,120,3,4,10,5,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,67,73,59,56,2,3,1,0,8,9,0,31,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,37,0,0,13,137,2,0,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,12,0,0,0,0,0,1,0,43,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0
219,"Bitterfeld","MER",41,0,0,0,0,0,0,174,78,288,82,29,41,4,2,0,0,0,0,5,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,56,87,68,1,1,4,4,25,7,3,31,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,5,0,11,0,0,0,0,23,0,237,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,29,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0
220,"Delitsch","MER",0,0,0,0,0,0,0,98,210,81,11,1,0,4,35,3,1,24,12,2,0,0,0,138,0,0,0,0,0,0,102,0,84,0,0,0,174,381,24,34,119,90,2,1,3,1,11,1,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,88,5,0,0,0,0,0,2,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,8,0,52,41,4,0,0,0,0,0,0,0,0,0,0,0,0,101
221,"Saal-Kreis","MER",0,0,0,0,0,0,0,34,1,159,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,53,69,52,9,9,7,0,32,0,0,9,0,0,2,0,0,0,0,0,61,0,0,34,0,0,0,0,0,0,0,0,10,0,0,28,245,0,0,85,0,0,0,0,0,0,631,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15,0,9,0,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,"Halle","MER",0,0,0,0,0,0,0,0,0,20,35,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32,4,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,15,40,0,0,0,35,0,0,0,0,80,140,42,0,0,0,6,0,0,0,0,0,0,0,0,0,150,0,60,0,0,0,38,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
223,"Seekreis Mannsfeld","MER",0,0,0,0,0,0,0,64,26,141,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,69,78,52,33,9,9,6,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,39,182,0,0,0,0,0,0,0,45,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,"Gebirgskreis Mannsfeld","MER",0,0,0,0,0,0,0,0,0,236,68,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,52,68,19,14,3,1,0,0,30,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1,10,50,0,0,27,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,"Sangerhausen","MER",0,0,0,0,0,0,0,35,105,263,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,117,93,13,6,1,0,1,0,43,0,6,13,0,0,0,31,0,0,0,2,4,0,0,0,0,134,0,3,0,0,0,0,0,0,3,29,61,9,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,3,5,0,53,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226,"Eckartsberga","MER",0,0,0,0,0,0,0,22,10,65,12,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,80,36,15,7,4,3,2,0,24,0,2,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,73,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,"Querfurt","MER",26,0,0,0,0,0,0,58,54,44,8,17,7,1,2,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,66,34,17,6,5,7,0,25,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,90,0,0,5,0,0,0,0,5,0,121,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,52,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,"Merseburg","MER",0,0,0,0,0,0,0,20,56,15,6,2,0,4,4,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,1,0,0,0,18,13,35,78,52,41,6,4,3,0,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,29,172,0,0,29,0,0,0,13,7,0,0,0,0,165,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,44,25,4,0,0,0,0,0,0,0,0,0,0,0,0,21
229,"Weissenfels","MER",0,0,0,0,0,0,0,34,39,46,25,6,9,10,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,2,73,73,29,20,4,8,0,2,16,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,1,0,15,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,68,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230,"Naumburg","MER",5,0,0,0,0,0,0,12,12,6,2,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,5,1,1,1,2,3,15,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,47,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,10,27,4,1,0,0,0,0,0,0,0,0,0,0,0,0,148
231,"Zeitz","MER",45,0,0,0,0,0,0,227,437,1,0,74,146,5,1,7,15,32,64,0,3,0,13,35,0,0,0,0,0,0,0,0,3,0,0,0,36,54,37,56,8,8,2,1,1,0,27,2,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,7,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,9,0,0,0,0,0,0,0,57,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0
232,"Nordhausen","ERF",52,0,0,0,0,0,0,1143,1715,344,156,7,51,0,0,2,0,132,22,5,0,136,0,3184,0,0,0,0,0,0,0,0,60,0,0,0,31,10,93,111,2,1,0,0,1,0,70,0,7,7,0,0,20,8,0,0,0,0,356,0,0,4,0,0,0,8,0,0,0,0,0,67,0,27,41,0,0,6,8,0,16,3,371,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,4,5,0,107,3,2,0,55,167,2,0,0,0,0,0,0,0,0,0,0,0,0,0
233,"Worbis","ERF",0,0,0,0,0,0,0,1746,426,1578,235,2,0,1,0,0,0,145,63,0,0,0,0,1461,1127,0,0,0,0,0,0,0,136,0,0,0,13,2,92,38,2,0,0,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,77,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,"Heiligenstadt","ERF",153,8,0,0,0,0,0,1183,294,90,25,126,674,1,0,0,0,11,0,7,0,0,615,2215,0,0,0,0,0,0,0,0,0,0,1,1,27,25,116,39,0,0,0,0,0,0,24,7,1,11,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2082,26,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,"Mühlhausen","ERF",464,124,0,0,0,3,3,475,782,50,25,285,721,2,1,0,0,4,9,10,0,0,310,576,0,0,0,0,0,0,0,0,0,6,0,0,15,18,72,58,4,2,0,0,0,0,22,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,63,4,0,0,0,0,0,45,80,0,0,0,0,0,0,0,0,0,0,0,0,1,2648,0,0,0,0,0,0,3,0,42,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
236,"Langensalza","ERF",9,494,0,0,0,14,4,19,9,338,63,1,111,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,11,0,45,49,20,0,1,0,0,0,11,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,16,21,0,0,5,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,346,12,0,0,2,0,5,1,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,"Weissensee","ERF",11,0,0,0,0,0,0,1,0,76,21,3,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,39,1,0,1,0,0,0,14,1,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,11,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,757,0,0,0,0,7,0,0,0,0,2,0,28,8,1,0,0,0,0,0,0,0,0,14,0,0,0,0
238,"Erfurt","ERF",18,156,0,0,0,0,37,24,583,101,37,2,366,51,3,12,33,0,42,72,1,0,0,0,0,0,0,45,90,54,238,0,0,6,0,0,22,0,71,121,8,5,2,1,0,0,23,3,0,4,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,24,0,0,0,0,8,38,0,21,69,0,0,11,10,77,18,0,179,0,0,4,1,0,0,0,0,0,0,0,1,7,109,0,0,109,5,12,20,3,0,76,20,10,0,0,0,0,0,0,0,0,0,0,0,0,148
239,"Ziegenrück","ERF",7,0,0,0,0,0,0,154,46,21,10,1,1,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,2,0,2,0,0,0,4,0,2,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,53,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,"Schleusingen","ERF",0,0,0,0,0,0,0,458,229,43,12,0,0,3,1,2,2,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,3,59,0,0,8,3,71,46,0,0,0,1,0,0,19,1,6,32,8,0,81,146,0,2,0,0,45,36,0,2,0,0,0,0,24,0,0,116,0,17,1,33,51,2,0,28,1,0,6,1,0,0,0,0,0,0,22,0,0,0,0,775,0,0,0,0,0,0,0,0,0,2,0,73,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,"Tecklenburg","MUN",2,0,0,0,0,0,0,282,0,75,1,1,1,7,3,0,0,9,2,0,0,2,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,6,44,1,7,1,10,3,5,0,27,1,0,0,2,0,27,93,0,0,0,0,2,0,0,0,0,0,0,0,31,0,0,0,0,0,0,31,24,0,0,7,0,0,0,0,37,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,22,5,2,0,23,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"Warendorf","MUN",0,0,0,0,0,0,0,34,450,177,177,0,3,0,0,0,0,0,7,0,0,0,5,28,56,0,0,0,0,0,0,0,20,0,0,0,0,0,14,20,3,3,3,6,2,0,16,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,0,0,0,0,0,16,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,0,0,70,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0
243,"Beckum","MUN",0,0,0,0,0,0,0,27,13,195,82,0,0,5,1,1,30,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,19,21,6,2,14,8,39,0,15,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,81,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,64,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,"Lüdinghausen","MUN",0,0,0,0,0,0,0,45,11,298,57,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,8,10,28,17,17,14,8,6,14,2,34,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,"Landkreis Münster","MUN",36,0,0,0,0,0,0,62,32,129,34,6,6,30,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,7,24,37,3,4,18,20,4,4,21,3,0,0,5,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,7,123,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,78,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,"Stadt Münster","MUN",13,0,24,0,0,0,0,0,76,0,22,0,1,0,0,0,0,0,0,6,0,0,2,85,26,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,2,0,0,0,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,42,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,28,0,0,0,1,0,11,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0
247,"Steinfurt","MUN",42,0,121,0,0,3,19,1756,1906,740,235,7,15,6,1,0,0,0,1,0,0,49,7,1314,0,34,0,0,0,0,0,0,45,0,0,0,64,21,15,19,2,1,16,16,6,2,28,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,11,0,35,0,0,0,0,0,0,56,0,0,0,0,0,0,0,19,0,0,0,0,1,2,0,87,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0
248,"Coesfeld","MUN",0,0,0,0,0,0,0,902,422,297,46,1,0,5,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,0,14,0,0,0,16,7,25,29,2,4,8,9,1,5,18,2,2,0,0,0,1,210,0,5,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,18,91,0,0,11,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,39,0,0,0,0,2,0,0,0,0,0,0,0,0,0
249,"Ahaus","MUN",7,0,123,0,0,1,0,0,4077,46,10,4,8,0,5,0,0,2,0,0,0,14,0,1421,0,0,0,0,0,0,0,0,26,0,0,0,23,0,19,16,8,6,14,9,9,0,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,27,37,0,0,0,0,0,17,0,35,0,0,17,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,4,0,0,47,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0
250,"Borken","MUN",0,0,236,0,0,1,11,1179,221,219,23,4,2,5,2,0,0,0,0,0,0,0,0,1297,32,12,0,0,0,0,0,0,48,0,0,0,52,38,22,20,4,4,13,9,0,0,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,90,5,0,0,0,0,28,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,27,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"Recklinghausen","MUN",33,0,0,0,0,0,0,8,2,231,63,29,43,29,7,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,20,0,0,0,13,29,57,19,0,0,6,4,0,0,13,5,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,1,109,0,0,37,0,0,0,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,29,2,0,0,0,0,0,3,0,0,0,0,0,0,0
